Species,Pond_Area,Soil_Type,Water_Source,Season,Recommended_Stocking,Survival_Rate
Tiger Prawn,2.92,Loamy,River,Monsoon,48355,75.82
Freshwater Prawn,1.42,Sandy,Borewell,Winter,13292,83.28
Milkfish,3.89,Loamy,Borewell,Monsoon,38049,84.9
Barramundi,3.6,Loamy,Borewell,Winter,14400,79.36
Tiger Prawn,3.17,Loamy,Borewell,Winter,8387,89.67
Salmon,3.95,Sandy,River,Summer,35234,85.25
Seabass,2.26,Clay,River,Winter,12461,94.92
Snow Crab,3.08,Loamy,River,Monsoon,38741,81.04
Tiger Prawn,3.39,Sandy,Borewell,Monsoon,44790,71.23
Dungeness Crab,4.07,Clay,River,Summer,38233,79.88
Seabass,3.4,Clay,Borewell,Monsoon,25051,93.18
King Crab,4.92,Clay,Borewell,Summer,9599,91.07
Tiger Prawn,1.79,Clay,River,Winter,23083,73.94
Cod,2.28,Clay,Borewell,Winter,26042,90.15
Soft Shell Crab,4.61,Sandy,River,Monsoon,36312,87.19
King Prawn,4.19,Sandy,River,Summer,15511,78.88
Barramundi,1.33,Loamy,River,Summer,28220,76.8
Rohu,3.32,Loamy,River,Summer,26117,75.18
Barramundi,4.31,Sandy,Canal,Summer,20862,90.81
Banana Prawn,2.14,Clay,River,Summer,47737,77.63
Grouper,2.87,Loamy,Canal,Monsoon,46835,85.38
Whiteleg Shrimp,3.99,Clay,Borewell,Winter,16709,86.33
Blue Swimmer Crab,3.81,Clay,Borewell,Winter,9190,80.85
Pangasius,4.59,Sandy,Borewell,Monsoon,48115,78.79
Grouper,0.77,Loamy,Canal,Winter,34637,92.04
Vannamei,4.94,Clay,Borewell,Winter,22103,91.98
Snapper,3.73,Loamy,Borewell,Monsoon,21082,73.54
Milkfish,2.47,Loamy,River,Summer,2420,81.25
Dungeness Crab,2.36,Loamy,Canal,Winter,30076,94.39
Carp,4.96,Clay,Canal,Monsoon,25473,74.42
Whiteleg Shrimp,1.51,Sandy,River,Monsoon,27219,84.61
Banana Prawn,2.82,Sandy,Borewell,Winter,32873,92.91
Blue Swimmer Crab,3.89,Loamy,Canal,Winter,44110,71.23
King Prawn,1.87,Sandy,Canal,Winter,21670,74.31
Snapper,1.29,Loamy,Borewell,Summer,22424,70.7
Milkfish,3.14,Sandy,Canal,Monsoon,16716,82.2
Tuna,1.04,Loamy,River,Summer,23203,74.22
Carp,0.72,Clay,River,Winter,32114,82.11
Freshwater Prawn,1.58,Loamy,River,Monsoon,17549,90.18
Grouper,4.73,Clay,Canal,Winter,4643,77.34
Snow Crab,2.76,Loamy,River,Summer,34778,82.87
Tuna,1.0,Sandy,Borewell,Summer,42481,75.27
Trout,4.54,Clay,Canal,Summer,34638,71.84
Trout,4.08,Loamy,River,Monsoon,42332,79.53
Milkfish,4.84,Clay,Canal,Monsoon,37045,80.8
Freshwater Prawn,4.62,Loamy,Canal,Monsoon,21879,73.79
Whiteleg Shrimp,2.72,Clay,Canal,Winter,33133,74.99
Cod,2.73,Clay,River,Winter,45786,91.08
Dungeness Crab,1.86,Clay,River,Summer,20696,73.78
Milkfish,4.72,Clay,River,Winter,19621,88.64
Trout,3.99,Sandy,River,Monsoon,26511,81.94
Pangasius,3.59,Clay,Borewell,Winter,35089,81.48
Snapper,0.7,Clay,Borewell,Summer,4586,76.01
Whiteleg Shrimp,3.51,Clay,Borewell,Winter,26768,89.25
Cod,0.51,Clay,Canal,Summer,48525,80.24
Black Tiger Shrimp,5.0,Sandy,Canal,Monsoon,14735,84.86
Carp,1.82,Sandy,Canal,Summer,5056,71.57
King Prawn,1.9,Loamy,River,Monsoon,8870,73.24
King Prawn,2.2,Sandy,River,Summer,12901,84.17
Carp,0.67,Loamy,Canal,Winter,22030,72.49
Vannamei,0.8,Sandy,Borewell,Summer,46052,70.67
Trout,4.19,Sandy,Canal,Summer,15683,74.31
Snow Crab,2.9,Loamy,River,Summer,6079,79.23
King Prawn,2.15,Sandy,Borewell,Summer,18816,78.15
Catfish,1.24,Loamy,Borewell,Winter,25111,80.24
King Prawn,4.56,Loamy,Canal,Winter,45794,87.38
Whiteleg Shrimp,1.77,Sandy,Borewell,Monsoon,28061,81.7
Catfish,3.76,Clay,Borewell,Monsoon,46896,78.16
Dungeness Crab,3.15,Loamy,Borewell,Monsoon,6295,73.72
King Prawn,4.68,Loamy,Canal,Summer,7826,86.3
Milkfish,1.05,Loamy,Canal,Summer,2607,73.54
Soft Shell Crab,2.72,Sandy,River,Summer,34663,94.85
Carp,2.26,Sandy,River,Summer,33730,88.29
Mud Crab,1.95,Sandy,Canal,Winter,32340,90.05
Seabass,4.72,Loamy,Canal,Monsoon,16238,79.49
Salmon,3.45,Sandy,River,Summer,30408,89.66
Vannamei,0.58,Sandy,Borewell,Monsoon,27294,92.32
Snapper,0.71,Loamy,Canal,Summer,10585,80.31
Catfish,3.46,Sandy,Canal,Winter,2793,76.1
Milkfish,1.84,Loamy,Borewell,Summer,33884,91.2
Salmon,3.37,Clay,Canal,Winter,45102,74.53
Freshwater Prawn,4.8,Loamy,Canal,Monsoon,9812,74.11
Mud Crab,1.2,Sandy,Borewell,Winter,16197,93.57
Banana Prawn,1.52,Sandy,Canal,Winter,7370,76.32
Snow Crab,3.51,Loamy,Borewell,Summer,7033,88.98
Pangasius,2.06,Loamy,Canal,Winter,17180,92.66
Tilapia,2.68,Clay,Canal,Summer,4271,92.28
Mud Crab,3.17,Loamy,Canal,Monsoon,23361,88.58
Rohu,2.44,Clay,River,Winter,10428,94.93
Banana Prawn,2.87,Clay,Borewell,Monsoon,41582,82.37
Snow Crab,2.07,Clay,River,Monsoon,20076,94.99
Soft Shell Crab,4.56,Clay,Borewell,Winter,5134,78.08
King Crab,4.15,Clay,Canal,Monsoon,10488,93.71
Soft Shell Crab,2.49,Loamy,River,Winter,28320,87.92
Trout,0.89,Clay,Borewell,Monsoon,10998,81.57
Dungeness Crab,1.68,Sandy,Borewell,Winter,43912,71.29
Tilapia,0.59,Sandy,Borewell,Summer,17021,84.05
Whiteleg Shrimp,1.05,Sandy,River,Summer,31213,78.17
Black Tiger Shrimp,4.24,Loamy,Canal,Summer,10083,93.36
Cod,3.55,Sandy,Borewell,Monsoon,47221,84.75
Tiger Prawn,1.37,Loamy,River,Monsoon,16824,77.09
Salmon,1.0,Clay,River,Winter,14521,79.0
Snapper,1.78,Loamy,Borewell,Winter,42351,88.99
Blue Swimmer Crab,2.27,Sandy,River,Monsoon,35391,73.18
Cod,2.19,Loamy,River,Monsoon,18252,87.31
Cod,2.53,Loamy,River,Monsoon,28494,70.78
Tuna,3.56,Sandy,Canal,Winter,38250,80.66
Seabass,1.54,Clay,River,Winter,31742,81.31
Tuna,2.11,Loamy,Canal,Monsoon,44958,87.76
Barramundi,4.48,Clay,Canal,Monsoon,42019,77.31
King Prawn,2.56,Loamy,River,Summer,26823,75.11
Banana Prawn,1.41,Sandy,River,Summer,10281,91.73
Tilapia,3.88,Clay,Borewell,Winter,42209,71.54
Tuna,3.67,Sandy,Borewell,Summer,45289,76.34
Mud Crab,3.24,Clay,River,Summer,30674,92.09
Tilapia,3.52,Clay,Canal,Winter,23137,76.03
Tiger Prawn,4.79,Loamy,River,Monsoon,42415,90.05
Freshwater Prawn,3.09,Loamy,River,Monsoon,4389,71.2
Vannamei,3.29,Sandy,River,Monsoon,42185,87.61
Banana Prawn,3.6,Loamy,Canal,Monsoon,15223,72.18
Tuna,1.44,Loamy,River,Winter,10923,77.94
Black Tiger Shrimp,0.51,Sandy,River,Summer,49818,93.83
Banana Prawn,3.99,Loamy,River,Monsoon,22395,89.96
Tuna,2.57,Sandy,Borewell,Monsoon,21376,73.05
Tuna,3.9,Clay,River,Monsoon,14110,80.35
Tilapia,4.08,Sandy,Canal,Winter,36748,79.63
Black Tiger Shrimp,4.83,Sandy,Canal,Monsoon,29118,79.69
Tiger Prawn,2.44,Loamy,Borewell,Monsoon,13433,80.07
Carp,2.04,Clay,Borewell,Summer,13940,87.97
Milkfish,0.55,Loamy,Borewell,Monsoon,17062,85.26
Blue Swimmer Crab,4.01,Sandy,Canal,Winter,41252,80.23
Milkfish,3.4,Loamy,Canal,Winter,5559,76.99
Salmon,0.56,Loamy,Borewell,Monsoon,13817,78.95
Milkfish,0.71,Clay,Borewell,Winter,24730,94.94
Vannamei,0.69,Loamy,Borewell,Monsoon,34113,84.06
Salmon,3.5,Loamy,River,Summer,33384,93.81
Tuna,3.09,Loamy,Borewell,Monsoon,3342,71.5
King Crab,1.67,Clay,Canal,Winter,23471,94.51
Barramundi,3.67,Clay,Canal,Monsoon,41298,85.41
Pangasius,3.7,Clay,Canal,Summer,48656,71.16
Tuna,2.99,Clay,Borewell,Winter,34539,77.03
Snow Crab,1.92,Sandy,Borewell,Winter,4451,93.49
King Prawn,3.55,Sandy,River,Monsoon,48805,86.84
Barramundi,4.1,Clay,River,Summer,10365,80.7
Vannamei,4.94,Clay,Canal,Monsoon,30508,70.28
Rohu,2.97,Clay,Borewell,Summer,4535,79.68
King Crab,2.19,Loamy,Borewell,Winter,30081,70.57
Trout,1.37,Loamy,Borewell,Winter,4127,73.62
King Crab,2.34,Sandy,River,Summer,49284,81.24
Tiger Prawn,4.54,Clay,River,Winter,27689,94.72
Snapper,0.55,Clay,River,Summer,36433,79.43
Soft Shell Crab,4.86,Loamy,River,Winter,34399,89.03
Tilapia,3.67,Sandy,Borewell,Winter,22165,73.86
King Prawn,4.48,Clay,Canal,Summer,13249,90.43
Catfish,4.85,Loamy,Borewell,Summer,21573,89.64
Trout,4.09,Clay,River,Summer,45010,71.41
Cod,1.15,Clay,River,Monsoon,40806,93.0
Tuna,1.84,Sandy,Borewell,Winter,47025,89.36
Trout,4.34,Sandy,Borewell,Winter,7344,92.87
Carp,3.98,Sandy,River,Monsoon,10458,82.49
Black Tiger Shrimp,4.77,Clay,River,Winter,4854,76.5
King Crab,2.8,Loamy,Borewell,Summer,20953,84.1
Barramundi,1.73,Loamy,Borewell,Winter,27130,83.37
Whiteleg Shrimp,2.3,Sandy,Borewell,Winter,2664,77.85
Catfish,4.93,Loamy,River,Monsoon,48986,75.66
Tilapia,4.53,Clay,River,Summer,49403,92.91
Dungeness Crab,3.26,Sandy,Canal,Summer,33859,76.35
Carp,4.94,Loamy,Borewell,Summer,26717,82.34
Tilapia,2.39,Sandy,Borewell,Summer,2574,75.17
Trout,0.54,Loamy,River,Summer,39588,71.53
Freshwater Prawn,1.2,Loamy,Canal,Winter,16697,83.15
Carp,1.63,Clay,Borewell,Summer,20452,76.4
Barramundi,1.61,Loamy,River,Summer,45822,72.3
Blue Swimmer Crab,1.07,Sandy,Canal,Winter,31706,78.94
Seabass,2.59,Sandy,Canal,Monsoon,41521,89.15
Whiteleg Shrimp,4.09,Sandy,Canal,Summer,14638,83.02
Milkfish,3.12,Loamy,Canal,Monsoon,48579,73.62
Dungeness Crab,0.61,Clay,Canal,Monsoon,41515,90.88
Vannamei,2.48,Clay,Borewell,Monsoon,11795,84.44
King Crab,2.83,Sandy,Canal,Winter,6071,92.31
Whiteleg Shrimp,3.16,Clay,Canal,Monsoon,4190,80.04
Black Tiger Shrimp,2.69,Clay,Borewell,Monsoon,16961,92.0
Milkfish,4.58,Loamy,Borewell,Monsoon,21445,75.29
Carp,4.32,Loamy,River,Winter,18010,82.46
Carp,3.56,Sandy,River,Summer,12564,94.24
Black Tiger Shrimp,1.35,Clay,Canal,Monsoon,47592,94.37
Dungeness Crab,1.22,Loamy,Canal,Monsoon,35909,93.06
Snapper,1.35,Loamy,River,Monsoon,23728,81.34
Freshwater Prawn,3.78,Sandy,Canal,Winter,39774,76.91
Freshwater Prawn,1.67,Loamy,Borewell,Monsoon,7042,71.08
Seabass,3.11,Clay,River,Winter,23186,92.41
Salmon,2.55,Clay,Canal,Winter,26791,89.35
Milkfish,3.91,Clay,Canal,Winter,37861,77.75
Mud Crab,2.95,Loamy,Canal,Summer,43450,89.18
Salmon,3.14,Loamy,Borewell,Summer,21504,89.71
Rohu,2.37,Sandy,Canal,Summer,22870,79.31
Freshwater Prawn,2.83,Loamy,Canal,Winter,42652,82.57
Tilapia,3.01,Clay,Borewell,Monsoon,7717,87.07
Seabass,1.14,Loamy,Canal,Summer,6083,91.71
Grouper,1.33,Sandy,Borewell,Monsoon,41401,94.52
Seabass,1.57,Loamy,Canal,Summer,8715,82.55
Banana Prawn,3.09,Loamy,Borewell,Winter,19883,75.06
Tiger Prawn,4.58,Clay,Canal,Monsoon,35708,73.05
Barramundi,3.15,Loamy,River,Winter,35610,80.91
Tiger Prawn,3.99,Clay,River,Monsoon,44641,89.01
Tiger Prawn,1.73,Loamy,Borewell,Monsoon,46717,72.68
Black Tiger Shrimp,3.08,Clay,Borewell,Monsoon,9242,77.81
Grouper,2.46,Sandy,Borewell,Monsoon,38212,86.07
Whiteleg Shrimp,1.08,Loamy,River,Summer,24238,90.31
Grouper,4.23,Sandy,Canal,Winter,48380,85.84
Cod,2.66,Sandy,Canal,Winter,8191,89.78
Tuna,3.32,Clay,Canal,Winter,16707,72.48
Snapper,2.23,Sandy,River,Monsoon,41093,80.78
Rohu,3.22,Sandy,Canal,Winter,23235,86.12
Mud Crab,3.79,Sandy,Canal,Monsoon,4183,84.0
Soft Shell Crab,4.48,Loamy,Borewell,Monsoon,27341,74.39
Whiteleg Shrimp,3.52,Loamy,Canal,Winter,18428,91.1
Vannamei,2.69,Clay,Borewell,Winter,17885,94.04
Vannamei,0.5,Sandy,River,Winter,41251,93.78
Whiteleg Shrimp,1.11,Sandy,Borewell,Summer,39665,92.42
Rohu,4.19,Sandy,Borewell,Monsoon,33256,86.98
Snapper,1.15,Clay,River,Winter,41624,76.99
Trout,4.98,Loamy,Borewell,Winter,12024,83.03
King Prawn,3.8,Clay,Borewell,Monsoon,14983,88.61
Tilapia,4.89,Clay,Borewell,Monsoon,9320,91.34
Rohu,1.42,Sandy,Borewell,Summer,16990,88.69
Snapper,1.92,Clay,River,Summer,14058,74.05
Catfish,1.38,Loamy,Borewell,Monsoon,41045,94.48
Grouper,2.47,Loamy,Canal,Summer,24413,85.22
Snapper,4.97,Clay,Borewell,Summer,33902,77.11
Mud Crab,0.73,Clay,Canal,Monsoon,27446,91.61
Snapper,1.92,Loamy,Canal,Monsoon,16017,85.31
Catfish,2.66,Sandy,Canal,Monsoon,17865,90.01
Tuna,1.39,Clay,River,Monsoon,39726,86.85
Milkfish,3.54,Clay,Borewell,Winter,11641,87.61
Cod,1.0,Loamy,Canal,Winter,32193,88.68
Snapper,1.26,Sandy,Borewell,Winter,33167,72.74
Tilapia,4.31,Sandy,Borewell,Summer,17277,77.64
Seabass,3.74,Clay,Canal,Winter,49746,74.08
Catfish,2.6,Loamy,River,Summer,44845,82.74
Blue Swimmer Crab,2.8,Sandy,Borewell,Monsoon,43874,75.74
Soft Shell Crab,1.11,Sandy,Borewell,Winter,25348,73.2
King Prawn,1.7,Loamy,Canal,Winter,25856,85.64
Snow Crab,0.61,Loamy,Borewell,Winter,15198,70.51
Trout,3.47,Sandy,Canal,Winter,4216,71.76
Milkfish,3.03,Clay,Borewell,Winter,28663,87.2
Snow Crab,2.66,Clay,Borewell,Winter,36582,88.91
Milkfish,3.42,Loamy,Borewell,Summer,49994,83.07
Salmon,1.01,Sandy,River,Summer,38539,88.76
Banana Prawn,1.46,Clay,River,Monsoon,45977,84.37
Pangasius,1.94,Clay,River,Summer,34501,82.81
Grouper,4.2,Loamy,Canal,Winter,6252,74.13
Soft Shell Crab,3.76,Clay,River,Winter,13381,78.96
Catfish,2.12,Clay,Borewell,Winter,29254,92.65
Grouper,0.91,Loamy,Borewell,Summer,5107,88.5
Mud Crab,2.31,Clay,Borewell,Monsoon,8474,74.31
Soft Shell Crab,1.18,Clay,Borewell,Monsoon,35037,70.44
Black Tiger Shrimp,4.23,Sandy,Borewell,Summer,42432,83.32
Soft Shell Crab,1.59,Clay,River,Winter,41579,76.78
Vannamei,1.31,Loamy,Canal,Monsoon,13795,93.47
King Crab,3.1,Loamy,Borewell,Winter,19109,77.1
Snapper,3.27,Sandy,Borewell,Winter,22931,74.14
Catfish,3.18,Sandy,Borewell,Monsoon,36231,84.54
Catfish,2.31,Clay,Borewell,Summer,45517,82.71
Salmon,0.88,Loamy,Borewell,Monsoon,14926,70.88
Carp,0.69,Clay,Borewell,Summer,14574,73.52
Seabass,1.25,Loamy,Canal,Monsoon,38412,72.13
Rohu,0.94,Sandy,Borewell,Monsoon,37161,81.11
Grouper,1.32,Clay,River,Winter,18414,70.02
Grouper,3.11,Clay,Canal,Summer,34137,83.32
Salmon,3.27,Loamy,Canal,Summer,7359,80.96
Rohu,1.06,Loamy,Borewell,Summer,15351,90.57
Snapper,4.13,Sandy,Borewell,Winter,25162,84.58
Vannamei,1.5,Sandy,Borewell,Summer,8533,70.14
Milkfish,2.25,Clay,Canal,Monsoon,13771,70.77
Milkfish,4.1,Sandy,River,Winter,4262,89.0
Trout,4.85,Loamy,Canal,Monsoon,9886,71.15
Tuna,4.74,Loamy,Canal,Summer,33739,92.9
Rohu,0.71,Sandy,Canal,Summer,37544,79.63
Soft Shell Crab,2.06,Clay,River,Monsoon,41177,78.31
Tuna,2.0,Clay,River,Summer,12355,74.15
Tilapia,1.42,Clay,Canal,Summer,16916,93.6
Tuna,2.09,Sandy,Canal,Winter,47716,70.7
Milkfish,3.69,Loamy,Borewell,Winter,41320,86.13
Whiteleg Shrimp,0.89,Clay,Canal,Winter,14688,87.69
Snapper,4.83,Sandy,River,Monsoon,27723,75.55
Cod,1.78,Clay,River,Monsoon,2016,92.82
Tuna,3.57,Sandy,River,Winter,42007,81.8
Snapper,4.99,Loamy,Canal,Monsoon,37880,93.87
Tilapia,2.9,Clay,Borewell,Summer,20130,78.58
Pangasius,1.55,Clay,Canal,Summer,34375,79.4
Milkfish,2.75,Clay,Canal,Summer,30059,84.01
Barramundi,0.85,Loamy,Borewell,Summer,13555,85.17
Snow Crab,4.4,Loamy,River,Monsoon,49361,93.67
Tuna,4.36,Sandy,Borewell,Winter,29194,92.68
Tuna,3.74,Loamy,Canal,Monsoon,44429,86.97
Rohu,4.79,Loamy,Borewell,Winter,15724,91.1
Cod,0.94,Clay,Borewell,Summer,10142,74.36
Pangasius,4.12,Sandy,Canal,Summer,37237,92.55
Catfish,0.69,Sandy,River,Monsoon,4146,80.93
Pangasius,2.4,Sandy,Borewell,Summer,40314,88.91
Grouper,3.32,Loamy,River,Winter,28479,91.1
Milkfish,2.15,Sandy,River,Winter,44017,79.78
Tiger Prawn,2.82,Sandy,Canal,Summer,39877,80.78
Grouper,3.76,Clay,Canal,Monsoon,8509,86.6
Black Tiger Shrimp,3.73,Clay,Borewell,Summer,20201,86.95
Snapper,2.8,Loamy,Borewell,Winter,28544,71.55
Grouper,4.0,Loamy,Canal,Summer,44634,85.38
Rohu,2.13,Loamy,River,Winter,2116,85.29
Snapper,1.4,Sandy,Borewell,Summer,40625,81.1
Soft Shell Crab,4.22,Loamy,Canal,Winter,17997,81.49
Freshwater Prawn,4.75,Sandy,Borewell,Monsoon,14670,70.89
Trout,3.41,Sandy,Canal,Winter,34461,72.08
Rohu,4.98,Loamy,Canal,Monsoon,40576,88.19
Rohu,4.25,Loamy,Canal,Winter,39312,76.94
Mud Crab,1.22,Sandy,Canal,Summer,46580,88.98
Grouper,0.52,Loamy,River,Monsoon,30971,72.62
Freshwater Prawn,1.59,Sandy,Canal,Summer,26912,81.33
Cod,3.39,Sandy,Borewell,Monsoon,39565,75.92
King Prawn,1.15,Clay,River,Monsoon,33560,94.4
Blue Swimmer Crab,3.45,Sandy,Canal,Winter,20958,75.11
Rohu,2.39,Loamy,Borewell,Summer,33716,89.64
Whiteleg Shrimp,0.91,Sandy,Canal,Summer,45147,93.16
Tuna,0.91,Loamy,Canal,Winter,39825,85.8
Soft Shell Crab,3.96,Clay,Borewell,Summer,29641,73.8
Salmon,1.75,Loamy,River,Winter,49181,71.58
Tuna,1.99,Clay,Canal,Winter,10730,89.66
Blue Swimmer Crab,3.24,Sandy,Borewell,Summer,3385,76.16
Snapper,0.88,Sandy,Canal,Monsoon,44494,71.48
Carp,4.78,Loamy,River,Monsoon,23862,94.84
Soft Shell Crab,4.01,Sandy,Canal,Monsoon,43515,92.64
Mud Crab,2.59,Loamy,Borewell,Monsoon,17046,71.25
Tuna,0.54,Sandy,Borewell,Summer,13686,75.42
Mud Crab,3.08,Loamy,Borewell,Monsoon,16365,72.98
Snapper,2.8,Loamy,Canal,Summer,46194,89.07
Black Tiger Shrimp,4.47,Sandy,River,Summer,39686,77.57
Rohu,3.55,Loamy,River,Summer,10255,72.69
Seabass,3.32,Sandy,Canal,Monsoon,12503,79.24
Tiger Prawn,2.53,Clay,Borewell,Monsoon,12471,89.21
Grouper,4.81,Loamy,Canal,Winter,46195,86.27
King Crab,1.68,Sandy,Borewell,Summer,36634,87.24
Whiteleg Shrimp,3.16,Clay,Borewell,Monsoon,33769,71.93
Mud Crab,3.31,Clay,Canal,Monsoon,40746,89.01
Tiger Prawn,3.67,Sandy,River,Winter,23372,70.48
Tilapia,1.02,Clay,Borewell,Summer,32101,71.95
Snow Crab,1.8,Sandy,River,Winter,33589,72.75
Carp,2.48,Clay,Borewell,Summer,4311,82.84
Freshwater Prawn,2.47,Loamy,Borewell,Summer,17583,75.3
Cod,2.83,Sandy,River,Summer,14060,86.9
Tilapia,0.68,Sandy,River,Monsoon,22136,92.89
Milkfish,2.49,Sandy,Borewell,Winter,7610,79.49
Trout,1.31,Loamy,Borewell,Summer,13088,70.68
Snow Crab,1.59,Sandy,Borewell,Winter,44191,70.8
King Prawn,3.92,Sandy,River,Monsoon,23372,82.99
King Crab,4.77,Sandy,Borewell,Monsoon,49672,87.33
King Prawn,0.94,Sandy,Canal,Winter,39435,79.09
Tiger Prawn,1.97,Loamy,River,Monsoon,38588,74.96
Seabass,3.65,Loamy,Canal,Monsoon,47180,79.45
Cod,2.91,Loamy,Canal,Winter,7377,75.81
Milkfish,0.59,Clay,Canal,Monsoon,20561,78.27
Pangasius,1.34,Sandy,River,Monsoon,40386,92.23
Seabass,3.73,Loamy,River,Summer,47228,94.14
Salmon,2.42,Loamy,Borewell,Winter,23335,80.08
Rohu,2.01,Clay,River,Winter,22796,89.32
Rohu,4.47,Loamy,Borewell,Monsoon,38063,84.54
Tiger Prawn,1.77,Loamy,Borewell,Monsoon,37219,83.42
Whiteleg Shrimp,1.77,Loamy,River,Summer,37647,87.08
Carp,0.92,Clay,River,Monsoon,34523,80.74
King Crab,4.71,Clay,River,Winter,5941,86.74
Barramundi,4.71,Clay,Canal,Monsoon,15433,88.93
Vannamei,3.8,Sandy,Borewell,Summer,4174,85.25
Vannamei,0.73,Sandy,River,Summer,12380,90.85
Snow Crab,4.61,Loamy,Canal,Summer,22583,81.93
Grouper,0.57,Clay,River,Winter,8915,80.23
Tuna,3.85,Clay,Borewell,Monsoon,11874,71.65
King Crab,3.35,Clay,Borewell,Winter,40089,90.75
Snow Crab,2.77,Sandy,River,Summer,28814,84.66
Blue Swimmer Crab,1.38,Clay,Canal,Winter,13347,75.65
Blue Swimmer Crab,2.65,Clay,Borewell,Monsoon,29250,85.57
Barramundi,4.08,Loamy,River,Winter,28885,85.69
Rohu,4.77,Sandy,Borewell,Monsoon,9091,71.39
Trout,2.07,Loamy,River,Winter,16169,88.92
Snow Crab,1.26,Sandy,Canal,Winter,9658,75.39
Snow Crab,2.25,Sandy,Canal,Monsoon,8400,81.14
King Crab,2.22,Loamy,Canal,Monsoon,27793,79.31
Seabass,2.18,Clay,Canal,Summer,21677,78.81
Grouper,4.42,Clay,Canal,Summer,19430,72.41
Tiger Prawn,3.76,Loamy,Canal,Summer,16060,70.39
Mud Crab,0.86,Sandy,Canal,Winter,30085,80.33
Cod,4.1,Loamy,Canal,Monsoon,45881,93.63
Soft Shell Crab,0.83,Loamy,Borewell,Monsoon,26335,88.74
Milkfish,1.82,Clay,River,Monsoon,17202,89.15
Trout,3.21,Loamy,River,Winter,34346,85.03
Barramundi,3.19,Sandy,Borewell,Winter,38881,92.16
Black Tiger Shrimp,4.61,Sandy,Canal,Summer,39084,90.18
Pangasius,4.71,Clay,Borewell,Winter,7949,82.41
Blue Swimmer Crab,4.74,Loamy,Borewell,Winter,16647,93.72
Whiteleg Shrimp,4.95,Clay,River,Monsoon,36009,76.31
Trout,2.68,Loamy,Canal,Winter,43171,91.27
Tilapia,2.47,Sandy,River,Winter,5612,84.97
Snapper,1.09,Loamy,River,Winter,9140,85.08
Rohu,2.03,Loamy,Canal,Monsoon,6148,89.34
Blue Swimmer Crab,3.49,Clay,River,Summer,23013,86.68
Tuna,4.55,Sandy,Canal,Winter,6592,79.56
King Crab,2.56,Clay,Borewell,Monsoon,29674,72.6
Blue Swimmer Crab,3.53,Loamy,Borewell,Winter,45675,72.24
Milkfish,3.48,Loamy,River,Monsoon,19477,76.73
Tuna,3.3,Sandy,River,Summer,30671,93.81
King Prawn,4.12,Loamy,Canal,Winter,6157,84.8
Dungeness Crab,2.98,Sandy,River,Winter,33059,79.49
King Prawn,2.24,Clay,Borewell,Winter,49469,72.55
Rohu,3.72,Sandy,Borewell,Winter,32722,75.71
Rohu,4.67,Clay,Borewell,Monsoon,23617,93.36
Carp,1.11,Clay,River,Monsoon,28325,82.65
Milkfish,1.1,Loamy,Borewell,Monsoon,44683,79.97
Soft Shell Crab,4.75,Sandy,Canal,Monsoon,16925,82.81
Snow Crab,2.32,Loamy,Borewell,Monsoon,30953,89.04
Black Tiger Shrimp,2.88,Clay,Canal,Monsoon,8248,78.9
Black Tiger Shrimp,4.85,Sandy,Canal,Monsoon,19476,94.47
Tilapia,1.4,Clay,River,Winter,36271,93.64
Tiger Prawn,4.12,Clay,River,Summer,16383,88.73
Seabass,2.78,Loamy,Borewell,Summer,29022,82.78
Pangasius,2.68,Clay,Borewell,Winter,26735,88.79
Whiteleg Shrimp,2.13,Clay,Canal,Monsoon,36745,92.39
Tilapia,4.0,Loamy,River,Monsoon,37950,74.12
Barramundi,2.66,Clay,Canal,Winter,26598,72.16
Vannamei,1.53,Clay,River,Summer,8076,92.08
Pangasius,0.83,Loamy,Canal,Summer,43182,93.47
Tiger Prawn,2.12,Clay,River,Monsoon,49825,81.52
King Prawn,1.81,Clay,Borewell,Summer,21749,92.2
Tuna,1.8,Clay,River,Winter,34455,88.56
Freshwater Prawn,3.16,Sandy,River,Monsoon,30831,93.17
Rohu,3.17,Sandy,River,Winter,38100,94.87
Barramundi,2.26,Sandy,River,Summer,11021,93.76
King Crab,3.91,Loamy,River,Summer,45653,92.82
Dungeness Crab,0.99,Clay,River,Monsoon,10115,71.73
Snow Crab,3.31,Sandy,Borewell,Monsoon,17749,76.77
Snapper,3.5,Clay,Borewell,Winter,12182,88.86
Cod,2.0,Clay,Canal,Summer,20834,72.0
Freshwater Prawn,2.88,Loamy,River,Summer,7515,77.78
Tilapia,3.23,Clay,Borewell,Summer,35744,93.17
Snapper,1.03,Loamy,River,Monsoon,29518,86.43
Vannamei,2.11,Clay,River,Monsoon,24842,76.96
Snapper,4.22,Loamy,River,Monsoon,20769,90.79
Whiteleg Shrimp,3.99,Clay,Borewell,Monsoon,34649,85.22
Milkfish,2.03,Clay,Borewell,Winter,26390,79.9
Tuna,1.46,Clay,Canal,Monsoon,25887,93.68
Whiteleg Shrimp,0.51,Sandy,Borewell,Winter,21757,71.05
Catfish,4.23,Clay,River,Summer,3605,92.83
Black Tiger Shrimp,2.43,Sandy,Borewell,Summer,44857,87.69
Dungeness Crab,4.16,Sandy,River,Summer,42116,70.48
King Crab,3.93,Loamy,Borewell,Monsoon,17968,77.22
Blue Swimmer Crab,2.05,Clay,Borewell,Summer,37500,70.32
