Water_Temp,pH,DO,Salinity,Turbidity,Disease_Risk,Disease_Type,Suggested_Medicine
25.9,7.18,6.52,13.69,32.19,0,None,None
29.2,7.0,5.77,9.15,44.66,0,None,None
24.4,7.19,5.23,7.81,59.62,1,White Spot,Lime Treatment
27.9,7.89,5.94,10.65,35.89,0,None,None
24.2,6.51,4.6,19.7,52.01,0,None,None
30.1,7.78,6.04,20.28,56.33,1,White Spot,Lime Treatment
27.8,6.67,5.08,16.29,19.47,1,White Spot,Lime Treatment
28.4,7.38,6.65,14.16,11.41,1,White Spot,Lime Treatment
31.5,7.38,4.96,9.95,23.99,1,White Spot,Lime Treatment
31.1,7.82,4.81,13.82,54.17,0,None,None
30.9,8.0,4.77,23.33,53.51,0,None,None
24.6,7.02,4.16,23.72,55.38,0,None,None
27.1,8.32,5.09,6.91,35.37,1,White Spot,Lime Treatment
28.1,8.19,4.12,24.03,28.09,1,White Spot,Lime Treatment
31.3,6.6,4.2,19.73,44.83,1,White Spot,Lime Treatment
28.7,8.46,5.14,11.13,38.59,0,None,None
28.5,8.36,4.28,7.85,16.73,0,None,None
27.4,7.73,5.65,15.67,20.01,0,None,None
26.3,7.56,4.72,5.96,59.13,0,None,None
31.0,7.58,5.96,5.57,43.35,0,None,None
27.4,8.01,4.92,18.94,56.76,0,None,None
28.9,7.12,6.05,22.92,39.53,1,White Spot,Lime Treatment
26.6,7.63,5.66,16.82,55.53,0,None,None
26.2,7.01,6.2,6.29,32.85,1,White Spot,Lime Treatment
25.6,7.03,4.62,15.43,23.6,0,None,None
25.8,7.88,5.18,9.68,18.55,1,White Spot,Lime Treatment
25.1,6.61,6.2,21.07,25.08,1,White Spot,Lime Treatment
30.4,7.43,4.42,13.5,30.18,1,White Spot,Lime Treatment
24.0,7.9,6.24,13.53,33.98,1,White Spot,Lime Treatment
29.1,7.67,4.73,6.29,20.12,1,White Spot,Lime Treatment
30.7,6.86,4.06,13.66,59.65,0,None,None
27.0,6.92,4.56,15.09,50.55,0,None,None
30.5,8.19,5.13,5.57,58.45,0,None,None
25.1,8.12,6.28,13.86,28.51,1,White Spot,Lime Treatment
24.6,7.27,4.12,12.84,31.07,0,None,None
29.6,7.08,5.35,23.94,44.86,1,White Spot,Lime Treatment
29.5,7.5,4.07,6.47,23.77,0,None,None
27.5,7.84,4.73,18.65,21.73,0,None,None
28.6,7.45,4.24,17.81,50.9,1,White Spot,Lime Treatment
25.4,8.03,4.33,16.26,36.26,1,White Spot,Lime Treatment
24.5,6.99,6.55,17.52,35.03,1,White Spot,Lime Treatment
31.2,6.65,6.85,23.53,25.86,1,White Spot,Lime Treatment
29.1,6.95,4.51,14.72,59.72,1,White Spot,Lime Treatment
30.2,7.22,6.94,15.68,13.05,1,White Spot,Lime Treatment
29.6,8.0,4.72,8.42,45.59,0,None,None
29.8,7.01,6.45,5.01,54.92,1,White Spot,Lime Treatment
25.4,7.43,5.79,20.25,30.67,0,None,None
28.5,6.66,4.02,10.2,18.47,1,White Spot,Lime Treatment
30.0,8.06,5.51,21.08,14.94,0,None,None
28.0,7.41,6.68,22.83,34.83,0,None,None
27.1,8.23,6.67,19.41,52.95,1,White Spot,Lime Treatment
28.1,8.32,6.13,8.18,16.06,0,None,None
25.3,8.44,5.68,10.9,48.32,0,None,None
25.6,7.22,4.61,10.78,43.29,0,None,None
30.5,7.2,4.0,22.8,56.34,1,White Spot,Lime Treatment
29.3,6.8,4.89,6.2,35.49,1,White Spot,Lime Treatment
25.3,6.76,5.57,11.65,37.63,0,None,None
29.5,7.58,4.3,12.38,53.39,0,None,None
26.8,8.47,4.21,19.43,51.64,0,None,None
25.1,8.08,6.31,9.22,36.52,0,None,None
25.6,7.11,6.51,20.93,52.16,1,White Spot,Lime Treatment
24.6,7.09,4.46,15.01,46.95,1,White Spot,Lime Treatment
25.4,6.99,4.67,11.65,39.73,1,White Spot,Lime Treatment
25.9,6.61,5.93,23.77,39.46,0,None,None
28.4,7.34,6.71,22.82,35.85,0,None,None
26.4,8.09,6.95,13.9,34.16,0,None,None
26.4,8.0,6.98,22.66,49.57,1,White Spot,Lime Treatment
27.6,8.22,5.32,21.6,38.69,0,None,None
30.8,7.81,6.98,7.94,34.33,0,None,None
28.2,7.37,4.18,23.75,47.65,0,None,None
25.7,8.04,5.43,11.88,46.84,1,White Spot,Lime Treatment
26.3,6.94,6.78,7.7,21.75,1,White Spot,Lime Treatment
30.0,8.41,6.66,19.66,25.38,1,White Spot,Lime Treatment
27.0,8.19,5.55,15.72,43.61,1,White Spot,Lime Treatment
27.1,7.24,4.99,14.68,45.81,0,None,None
27.0,6.99,6.28,16.86,31.03,1,White Spot,Lime Treatment
26.9,6.54,5.8,19.93,47.85,1,White Spot,Lime Treatment
24.2,7.53,5.37,6.71,20.55,0,None,None
26.3,7.68,5.31,22.47,41.69,0,None,None
27.4,7.41,5.77,21.4,27.75,0,None,None
31.3,7.52,4.04,18.3,38.42,0,None,None
31.7,7.39,4.5,10.89,25.95,1,White Spot,Lime Treatment
26.1,7.07,4.85,7.82,54.65,0,None,None
26.7,7.76,4.23,5.39,50.23,1,White Spot,Lime Treatment
31.0,8.27,5.79,15.68,56.77,0,None,None
26.2,8.2,4.8,11.88,10.68,0,None,None
28.1,8.19,4.78,20.4,20.85,0,None,None
29.3,7.33,4.27,7.37,51.82,1,White Spot,Lime Treatment
26.8,8.21,6.97,24.74,19.56,0,None,None
26.5,6.58,4.54,21.29,25.34,1,White Spot,Lime Treatment
28.9,6.93,5.65,11.61,57.14,0,None,None
29.0,7.1,4.09,9.29,17.92,1,White Spot,Lime Treatment
26.4,7.41,4.86,5.68,46.86,0,None,None
30.4,6.52,4.22,9.14,31.19,0,None,None
26.8,8.32,5.26,8.06,34.19,0,None,None
29.5,8.41,6.16,6.05,21.84,0,None,None
27.6,8.47,4.67,19.66,10.26,0,None,None
28.2,7.25,4.74,7.37,11.89,1,White Spot,Lime Treatment
26.7,7.96,6.7,14.19,52.67,0,None,None
29.5,7.92,6.31,13.73,44.14,1,White Spot,Lime Treatment
31.1,7.11,6.34,6.58,15.34,1,White Spot,Lime Treatment
26.0,7.55,4.79,5.58,48.2,1,White Spot,Lime Treatment
28.9,7.7,5.3,10.15,35.99,1,White Spot,Lime Treatment
31.3,8.15,6.17,13.31,54.37,1,White Spot,Lime Treatment
25.8,7.56,4.42,14.08,25.03,0,None,None
26.4,6.54,5.58,17.59,21.47,1,White Spot,Lime Treatment
28.0,7.0,6.89,6.97,29.48,1,White Spot,Lime Treatment
28.0,7.54,5.26,20.29,58.63,1,White Spot,Lime Treatment
28.0,6.53,6.56,12.91,35.3,1,White Spot,Lime Treatment
28.2,8.44,6.62,22.08,14.46,0,None,None
25.1,6.69,5.41,18.35,59.38,1,White Spot,Lime Treatment
31.9,7.21,6.2,14.49,20.71,1,White Spot,Lime Treatment
27.7,7.55,4.55,9.23,23.38,1,White Spot,Lime Treatment
24.5,7.71,6.67,22.91,22.42,1,White Spot,Lime Treatment
26.4,7.76,5.6,10.62,13.88,1,White Spot,Lime Treatment
30.5,7.93,6.5,5.16,47.18,0,None,None
30.8,7.37,4.43,15.96,40.4,0,None,None
28.0,7.95,4.58,17.55,11.55,0,None,None
30.6,7.48,4.41,12.25,46.36,1,White Spot,Lime Treatment
28.9,8.12,4.9,5.18,48.75,0,None,None
31.1,6.78,4.61,13.19,15.53,0,None,None
31.9,8.12,5.05,9.56,36.9,1,White Spot,Lime Treatment
31.5,8.31,6.61,7.86,21.75,0,None,None
30.2,7.44,4.03,17.82,17.83,1,White Spot,Lime Treatment
27.0,7.19,4.87,16.19,50.15,1,White Spot,Lime Treatment
31.9,7.71,5.18,6.84,45.91,0,None,None
28.3,7.33,4.13,5.8,48.85,0,None,None
31.1,7.98,4.78,14.21,16.22,1,White Spot,Lime Treatment
28.4,6.61,5.45,18.23,33.03,0,None,None
24.6,6.64,6.17,20.27,16.54,0,None,None
30.6,7.61,5.65,21.62,23.11,1,White Spot,Lime Treatment
32.0,6.64,5.43,9.14,38.04,0,None,None
29.1,7.18,5.44,11.22,31.2,0,None,None
30.8,7.68,4.62,8.85,47.87,0,None,None
26.3,6.65,6.64,18.94,27.37,1,White Spot,Lime Treatment
26.7,6.81,4.64,8.36,49.19,0,None,None
30.2,8.32,6.14,17.25,26.92,1,White Spot,Lime Treatment
27.4,7.1,4.47,10.15,27.7,1,White Spot,Lime Treatment
29.1,6.75,6.87,5.8,17.18,1,White Spot,Lime Treatment
25.0,7.66,4.7,24.03,10.16,1,White Spot,Lime Treatment
24.6,7.16,4.62,23.73,29.64,1,White Spot,Lime Treatment
29.2,6.51,4.2,14.82,47.58,0,None,None
31.1,7.16,5.8,20.16,48.32,0,None,None
24.1,7.53,5.1,9.99,46.57,1,White Spot,Lime Treatment
24.5,7.52,5.47,7.82,56.49,0,None,None
25.7,7.48,5.53,18.55,13.13,1,White Spot,Lime Treatment
25.7,8.42,5.88,13.66,52.7,0,None,None
25.3,7.7,6.94,11.83,14.9,1,White Spot,Lime Treatment
31.7,6.95,5.98,21.89,21.25,1,White Spot,Lime Treatment
27.2,8.21,4.84,24.68,15.76,1,White Spot,Lime Treatment
26.5,8.34,4.92,7.85,14.58,0,None,None
26.4,8.33,4.51,10.54,50.03,0,None,None
24.7,7.11,4.82,5.15,10.08,0,None,None
25.4,7.61,5.44,21.56,47.56,1,White Spot,Lime Treatment
28.3,8.01,6.44,16.89,59.71,1,White Spot,Lime Treatment
26.4,8.07,6.62,16.89,36.15,1,White Spot,Lime Treatment
24.3,7.79,4.46,12.54,53.31,0,None,None
30.0,6.65,5.87,24.99,35.65,0,None,None
27.4,6.97,5.63,7.62,33.19,1,White Spot,Lime Treatment
30.5,8.05,4.48,11.04,36.98,1,White Spot,Lime Treatment
24.3,7.06,4.85,18.14,10.96,1,White Spot,Lime Treatment
27.9,7.99,4.03,6.88,58.74,0,None,None
30.5,7.96,5.89,10.35,59.56,1,White Spot,Lime Treatment
26.8,7.38,6.64,12.92,43.46,1,White Spot,Lime Treatment
30.1,8.01,5.02,18.16,50.04,1,White Spot,Lime Treatment
24.5,8.19,5.32,14.57,54.97,0,None,None
27.3,6.52,4.06,14.51,28.29,1,White Spot,Lime Treatment
24.5,6.73,6.84,17.86,33.54,1,White Spot,Lime Treatment
24.6,6.88,5.75,21.63,33.0,0,None,None
25.6,8.36,5.89,5.12,27.34,0,None,None
26.1,6.88,4.73,7.52,28.9,0,None,None
27.2,7.7,4.03,20.24,20.52,1,White Spot,Lime Treatment
27.4,6.68,6.97,13.69,34.27,1,White Spot,Lime Treatment
28.8,8.26,6.78,13.19,39.06,0,None,None
30.0,6.8,5.71,8.85,37.33,1,White Spot,Lime Treatment
31.0,6.57,5.57,22.3,21.63,1,White Spot,Lime Treatment
24.4,6.65,4.76,16.19,42.41,0,None,None
28.9,8.03,5.06,6.52,18.26,0,None,None
24.5,8.27,5.35,8.08,21.38,0,None,None
24.2,7.42,4.5,23.4,52.87,1,White Spot,Lime Treatment
30.9,6.67,4.63,23.13,25.54,0,None,None
28.7,8.04,4.48,21.19,19.06,1,White Spot,Lime Treatment
31.7,7.98,4.45,21.35,22.11,0,None,None
27.8,7.58,6.19,16.91,22.5,1,White Spot,Lime Treatment
25.0,7.84,5.75,20.89,54.35,0,None,None
27.1,8.28,4.13,8.3,30.61,1,White Spot,Lime Treatment
25.8,7.3,5.66,6.13,46.71,0,None,None
28.2,7.32,6.57,24.42,16.67,0,None,None
26.8,7.56,4.13,10.31,27.12,1,White Spot,Lime Treatment
27.7,6.53,6.68,16.27,46.37,0,None,None
26.3,8.48,4.88,10.93,18.4,1,White Spot,Lime Treatment
31.3,7.43,4.25,24.51,54.49,0,None,None
24.2,8.4,6.52,12.02,28.05,0,None,None
24.9,8.18,5.63,18.58,13.18,0,None,None
25.5,8.29,6.34,24.64,40.65,0,None,None
26.1,7.33,4.48,17.03,50.77,1,White Spot,Lime Treatment
25.0,6.67,4.22,20.54,16.46,1,White Spot,Lime Treatment
30.9,7.67,6.98,5.68,55.04,0,None,None
30.8,7.04,5.7,11.82,56.44,0,None,None
25.4,8.33,4.52,19.96,11.69,1,White Spot,Lime Treatment
24.7,8.17,6.41,5.25,43.51,1,White Spot,Lime Treatment
28.3,7.14,4.3,9.56,46.22,1,White Spot,Lime Treatment
27.9,7.32,6.23,8.17,33.49,1,White Spot,Lime Treatment
30.5,7.98,6.51,8.59,26.81,0,None,None
31.0,7.44,6.45,5.02,46.52,1,White Spot,Lime Treatment
24.8,7.6,4.05,9.63,35.5,1,White Spot,Lime Treatment
31.8,7.19,6.24,8.06,45.64,1,White Spot,Lime Treatment
26.3,8.4,6.18,6.02,44.48,1,White Spot,Lime Treatment
28.0,6.54,5.73,21.58,48.16,1,White Spot,Lime Treatment
26.4,6.53,6.45,24.84,31.83,0,None,None
24.0,7.52,5.45,6.32,54.11,0,None,None
27.0,7.27,5.09,16.68,22.24,0,None,None
26.4,7.43,6.25,23.84,52.58,0,None,None
25.4,6.97,6.97,9.08,25.71,1,White Spot,Lime Treatment
29.6,7.22,5.57,15.46,54.04,1,White Spot,Lime Treatment
29.9,8.0,6.15,22.88,12.34,0,None,None
32.0,8.27,6.67,10.62,11.96,1,White Spot,Lime Treatment
28.4,7.12,4.42,21.85,19.16,1,White Spot,Lime Treatment
31.2,8.04,5.39,17.58,17.06,1,White Spot,Lime Treatment
30.2,7.5,5.85,23.38,19.87,0,None,None
26.0,8.47,4.16,7.91,40.99,1,White Spot,Lime Treatment
24.1,7.45,4.26,20.16,17.07,1,White Spot,Lime Treatment
25.3,6.54,4.23,9.74,17.41,1,White Spot,Lime Treatment
30.0,7.68,4.03,21.84,52.7,0,None,None
31.8,7.02,5.76,20.33,13.92,1,White Spot,Lime Treatment
26.4,7.58,5.78,17.28,40.01,0,None,None
29.2,6.51,5.81,24.64,18.56,0,None,None
28.3,7.69,5.15,7.24,55.81,0,None,None
24.8,7.91,4.33,17.54,47.45,0,None,None
32.0,8.23,4.91,11.75,37.49,0,None,None
30.7,7.58,4.04,14.6,55.38,0,None,None
31.2,8.35,6.16,10.51,19.69,1,White Spot,Lime Treatment
29.2,8.3,5.83,15.18,19.17,1,White Spot,Lime Treatment
31.3,6.98,6.99,20.06,51.29,0,None,None
27.3,8.04,5.25,18.09,48.6,0,None,None
27.1,8.15,5.15,17.61,11.19,1,White Spot,Lime Treatment
29.7,6.86,6.01,10.22,52.27,1,White Spot,Lime Treatment
28.3,7.64,6.73,21.22,45.89,1,White Spot,Lime Treatment
31.7,6.88,6.0,16.71,25.4,1,White Spot,Lime Treatment
26.8,7.26,4.78,18.59,49.79,0,None,None
31.8,6.85,4.03,20.34,58.52,0,None,None
25.9,7.43,6.44,11.78,39.07,1,White Spot,Lime Treatment
28.0,7.51,5.45,14.96,15.8,0,None,None
30.0,6.79,6.32,19.68,20.14,1,White Spot,Lime Treatment
29.6,7.61,6.97,19.33,47.12,1,White Spot,Lime Treatment
29.7,6.85,4.38,17.14,59.35,0,None,None
25.3,8.0,5.7,6.49,40.49,1,White Spot,Lime Treatment
31.1,7.54,5.09,16.47,13.87,0,None,None
27.7,8.24,6.44,15.25,27.1,1,White Spot,Lime Treatment
26.7,8.05,5.25,13.92,11.01,0,None,None
24.7,7.93,6.05,6.19,57.06,1,White Spot,Lime Treatment
24.4,6.64,6.81,11.92,43.08,0,None,None
30.8,7.74,4.96,13.3,10.67,1,White Spot,Lime Treatment
31.1,7.2,4.8,16.26,57.43,0,None,None
27.8,7.02,4.8,5.43,47.87,0,None,None
25.9,7.8,6.8,13.94,38.6,1,White Spot,Lime Treatment
29.6,6.96,4.06,16.89,40.61,0,None,None
30.6,7.58,5.58,16.7,27.02,0,None,None
31.4,7.05,6.08,17.26,33.1,1,White Spot,Lime Treatment
28.5,7.52,4.82,19.97,58.34,1,White Spot,Lime Treatment
30.6,8.49,6.57,11.2,15.14,0,None,None
28.4,7.2,4.09,14.44,37.78,1,White Spot,Lime Treatment
30.5,7.91,4.66,21.24,16.08,1,White Spot,Lime Treatment
27.5,7.69,5.8,6.08,36.09,1,White Spot,Lime Treatment
30.9,7.21,4.99,24.25,52.48,0,None,None
29.0,7.3,5.95,5.88,31.94,1,White Spot,Lime Treatment
27.9,7.68,6.65,15.38,58.71,1,White Spot,Lime Treatment
27.3,7.64,5.16,14.89,13.0,1,White Spot,Lime Treatment
24.8,7.95,6.95,6.8,49.32,0,None,None
29.9,7.26,5.11,22.84,17.94,0,None,None
30.2,8.08,6.55,17.74,27.05,0,None,None
24.1,8.24,6.11,24.05,59.54,1,White Spot,Lime Treatment
30.4,7.8,6.78,12.73,28.26,1,White Spot,Lime Treatment
27.2,8.42,6.37,5.44,22.08,1,White Spot,Lime Treatment
30.6,8.06,6.35,16.27,14.15,0,None,None
26.8,8.41,5.08,17.16,38.67,1,White Spot,Lime Treatment
24.4,7.53,6.13,24.66,15.8,0,None,None
29.9,8.4,5.78,13.02,44.7,1,White Spot,Lime Treatment
31.5,7.1,5.11,23.78,17.5,1,White Spot,Lime Treatment
26.2,6.72,5.92,14.0,51.76,0,None,None
31.8,7.41,4.16,20.89,54.87,0,None,None
26.1,7.32,6.55,10.26,49.66,1,White Spot,Lime Treatment
25.1,7.93,6.68,6.76,29.99,0,None,None
26.7,7.35,4.18,21.69,59.95,1,White Spot,Lime Treatment
27.7,7.04,6.35,17.16,36.11,0,None,None
28.6,6.93,4.82,18.69,53.28,1,White Spot,Lime Treatment
28.2,7.59,5.55,18.48,33.7,0,None,None
28.4,8.47,4.05,8.34,18.36,1,White Spot,Lime Treatment
28.4,6.63,6.25,9.29,17.54,0,None,None
25.8,7.73,6.78,11.23,11.94,1,White Spot,Lime Treatment
28.3,8.47,4.08,19.63,53.31,1,White Spot,Lime Treatment
26.2,7.81,6.91,14.32,37.72,0,None,None
30.6,7.1,5.52,17.55,57.53,1,White Spot,Lime Treatment
27.2,8.32,4.67,23.93,46.46,1,White Spot,Lime Treatment
27.1,7.34,5.12,8.47,11.43,1,White Spot,Lime Treatment
25.5,8.48,6.27,6.88,55.11,1,White Spot,Lime Treatment
30.6,8.36,4.58,21.22,25.09,1,White Spot,Lime Treatment
26.4,6.93,4.99,12.25,58.59,0,None,None
31.5,8.29,5.4,23.61,27.13,1,White Spot,Lime Treatment
29.4,7.12,5.33,17.34,37.68,1,White Spot,Lime Treatment
24.3,6.53,6.48,14.75,45.36,1,White Spot,Lime Treatment
24.2,7.87,6.76,23.21,36.66,0,None,None
29.8,6.98,6.52,20.52,13.46,1,White Spot,Lime Treatment
29.6,7.05,6.88,13.34,16.29,1,White Spot,Lime Treatment
26.0,8.13,6.99,5.43,28.68,1,White Spot,Lime Treatment
31.8,8.32,4.22,23.67,24.58,1,White Spot,Lime Treatment
29.3,8.4,5.63,19.63,46.36,0,None,None
25.3,6.83,6.85,11.85,23.9,0,None,None
30.7,7.51,6.39,9.29,46.99,0,None,None
25.7,8.26,5.37,17.52,25.79,0,None,None
31.1,8.19,4.11,17.8,55.96,1,White Spot,Lime Treatment
26.7,7.88,4.46,16.97,25.99,1,White Spot,Lime Treatment
25.7,7.98,6.63,10.73,35.76,0,None,None
26.5,6.77,4.34,5.38,45.68,1,White Spot,Lime Treatment
30.8,6.64,4.06,16.16,18.36,0,None,None
30.2,6.5,5.21,9.13,51.95,1,White Spot,Lime Treatment
31.1,7.81,5.78,23.9,36.33,0,None,None
28.2,7.16,5.64,10.02,35.18,1,White Spot,Lime Treatment
29.4,8.16,4.89,19.15,19.64,0,None,None
28.2,6.99,4.05,13.72,16.5,0,None,None
25.4,6.91,5.06,20.86,10.8,1,White Spot,Lime Treatment
28.7,8.06,4.59,17.67,11.2,1,White Spot,Lime Treatment
31.2,6.59,5.12,24.18,26.98,1,White Spot,Lime Treatment
26.4,8.0,4.19,24.85,59.44,1,White Spot,Lime Treatment
24.1,7.3,5.91,18.68,10.98,0,None,None
30.6,6.92,4.29,14.94,23.2,0,None,None
30.1,7.73,6.04,20.18,13.75,0,None,None
27.9,7.0,6.65,20.38,27.73,1,White Spot,Lime Treatment
25.3,7.81,5.16,10.34,25.83,1,White Spot,Lime Treatment
29.0,6.67,6.07,5.45,56.08,1,White Spot,Lime Treatment
27.0,7.98,4.63,24.96,44.31,1,White Spot,Lime Treatment
26.4,7.08,5.7,22.99,59.65,0,None,None
28.6,8.41,6.88,16.14,37.77,0,None,None
27.3,8.24,6.24,22.39,20.38,1,White Spot,Lime Treatment
25.4,6.62,4.46,15.32,12.13,1,White Spot,Lime Treatment
29.6,7.48,4.98,22.58,57.74,1,White Spot,Lime Treatment
28.4,7.54,5.91,9.91,13.88,1,White Spot,Lime Treatment
28.1,6.85,6.94,7.27,56.53,0,None,None
25.7,8.27,4.75,5.73,11.98,0,None,None
25.2,8.12,6.94,6.09,42.12,1,White Spot,Lime Treatment
28.4,6.93,5.84,24.57,56.72,1,White Spot,Lime Treatment
29.9,8.41,4.89,8.89,17.13,1,White Spot,Lime Treatment
26.2,7.32,4.05,8.46,11.37,0,None,None
29.6,7.45,6.12,18.59,39.39,0,None,None
26.1,7.11,5.18,23.95,23.19,1,White Spot,Lime Treatment
31.5,7.92,6.64,11.82,16.45,0,None,None
30.3,6.68,4.16,21.2,34.89,1,White Spot,Lime Treatment
26.9,8.42,6.39,10.77,45.55,0,None,None
24.6,6.92,5.61,10.38,49.62,0,None,None
29.6,7.98,6.31,9.02,49.96,0,None,None
29.5,7.43,4.99,5.5,56.89,0,None,None
30.3,8.28,6.64,10.29,13.6,0,None,None
28.1,8.46,5.39,8.04,24.09,1,White Spot,Lime Treatment
26.7,7.31,4.51,16.06,47.04,1,White Spot,Lime Treatment
24.2,7.15,5.59,7.88,30.73,1,White Spot,Lime Treatment
26.7,8.08,4.29,9.15,44.32,0,None,None
29.5,7.7,6.87,21.37,10.83,1,White Spot,Lime Treatment
30.8,6.91,5.45,24.26,41.37,1,White Spot,Lime Treatment
26.3,8.48,6.88,22.49,42.47,0,None,None
25.6,8.27,6.39,18.51,43.92,1,White Spot,Lime Treatment
28.9,7.17,6.76,14.6,11.43,1,White Spot,Lime Treatment
29.3,7.21,6.01,18.07,35.62,0,None,None
29.1,8.06,4.47,7.57,11.76,1,White Spot,Lime Treatment
27.7,7.57,5.74,11.61,53.08,1,White Spot,Lime Treatment
28.0,7.85,6.69,19.03,34.3,0,None,None
31.5,7.9,5.35,22.08,52.28,0,None,None
27.2,7.53,4.67,8.61,56.97,0,None,None
31.2,8.21,6.89,9.95,25.8,0,None,None
27.3,7.8,6.07,14.99,23.79,1,White Spot,Lime Treatment
31.4,6.84,5.16,18.18,38.65,1,White Spot,Lime Treatment
28.8,7.4,5.67,13.67,38.95,1,White Spot,Lime Treatment
24.3,7.7,4.44,9.71,43.87,1,White Spot,Lime Treatment
25.5,7.32,4.69,15.6,45.57,0,None,None
24.6,8.39,6.94,11.66,45.51,1,White Spot,Lime Treatment
24.1,6.9,6.01,16.69,20.79,0,None,None
30.7,7.27,6.54,11.61,11.37,0,None,None
29.7,8.23,5.35,6.29,35.25,1,White Spot,Lime Treatment
30.1,7.36,4.81,15.88,29.73,1,White Spot,Lime Treatment
24.4,7.55,4.59,5.01,12.8,0,None,None
27.9,7.04,5.32,24.52,43.64,1,White Spot,Lime Treatment
25.9,6.62,4.3,23.83,24.43,1,White Spot,Lime Treatment
24.8,7.92,4.17,22.6,21.07,0,None,None
26.4,7.46,6.45,23.34,34.05,1,White Spot,Lime Treatment
29.4,7.2,4.06,6.62,35.28,1,White Spot,Lime Treatment
24.2,8.48,5.23,6.88,37.36,1,White Spot,Lime Treatment
27.3,8.48,6.64,17.5,37.41,1,White Spot,Lime Treatment
29.6,7.57,4.25,14.17,48.86,0,None,None
31.4,7.81,4.46,7.44,14.04,1,White Spot,Lime Treatment
28.7,7.99,5.65,7.35,29.92,0,None,None
28.1,7.49,5.04,19.56,21.15,0,None,None
26.5,8.06,5.65,21.8,39.61,0,None,None
28.8,7.56,6.63,6.98,10.85,0,None,None
24.4,8.07,5.6,17.67,36.57,1,White Spot,Lime Treatment
26.8,6.99,4.85,23.72,28.6,1,White Spot,Lime Treatment
27.8,7.77,6.88,7.86,20.95,0,None,None
31.3,8.28,4.18,20.81,24.64,1,White Spot,Lime Treatment
24.5,6.59,4.19,7.02,49.25,1,White Spot,Lime Treatment
31.5,7.87,6.62,11.7,39.5,1,White Spot,Lime Treatment
31.4,7.41,6.5,8.65,30.59,1,White Spot,Lime Treatment
27.1,7.23,5.55,9.32,51.12,1,White Spot,Lime Treatment
30.3,8.39,5.51,23.76,59.25,1,White Spot,Lime Treatment
31.3,7.84,5.08,15.72,33.63,1,White Spot,Lime Treatment
26.8,7.04,4.14,21.29,27.17,1,White Spot,Lime Treatment
24.4,8.15,6.3,22.28,57.52,0,None,None
29.8,7.04,5.64,7.28,23.39,0,None,None
31.9,7.72,5.53,16.65,36.46,0,None,None
25.1,7.99,5.94,18.37,56.95,0,None,None
28.5,7.97,5.95,18.75,28.51,0,None,None
27.5,7.84,4.95,7.39,54.84,1,White Spot,Lime Treatment
31.1,7.98,6.85,5.74,19.33,1,White Spot,Lime Treatment
24.6,7.13,6.97,21.19,19.37,1,White Spot,Lime Treatment
28.5,7.42,5.02,10.97,11.58,0,None,None
29.2,8.08,5.01,11.58,45.75,0,None,None
25.6,6.68,4.29,16.71,33.3,0,None,None
30.3,7.77,6.38,7.64,32.62,1,White Spot,Lime Treatment
31.6,7.22,6.46,21.77,28.45,1,White Spot,Lime Treatment
28.0,8.18,4.2,18.58,51.07,0,None,None
30.2,8.39,6.57,21.24,43.66,1,White Spot,Lime Treatment
28.4,8.47,6.34,14.49,35.64,1,White Spot,Lime Treatment
30.7,6.58,4.24,24.1,15.21,0,None,None
26.1,7.02,5.13,10.69,18.41,1,White Spot,Lime Treatment
24.3,7.05,6.02,20.13,59.91,0,None,None
26.7,8.38,4.88,14.27,32.0,1,White Spot,Lime Treatment
27.8,6.82,6.01,6.93,26.44,0,None,None
29.1,7.43,6.66,5.04,16.34,0,None,None
27.0,8.05,4.37,20.61,15.1,1,White Spot,Lime Treatment
28.0,8.24,5.65,17.11,48.36,1,White Spot,Lime Treatment
31.6,7.28,5.28,22.76,34.97,0,None,None
24.3,7.11,4.05,20.08,27.87,1,White Spot,Lime Treatment
27.8,8.46,6.38,8.13,33.67,1,White Spot,Lime Treatment
28.3,7.44,4.46,22.46,21.17,0,None,None
25.8,6.86,4.64,16.41,25.43,1,White Spot,Lime Treatment
31.7,6.58,6.62,5.49,12.69,0,None,None
27.3,6.55,4.82,23.23,19.82,1,White Spot,Lime Treatment
24.7,7.85,4.53,12.04,32.84,1,White Spot,Lime Treatment
30.8,7.88,4.42,23.67,10.01,1,White Spot,Lime Treatment
27.6,7.89,4.44,17.92,26.6,1,White Spot,Lime Treatment
29.8,6.5,4.07,16.73,51.23,1,White Spot,Lime Treatment
24.4,6.8,4.24,18.55,17.38,1,White Spot,Lime Treatment
29.5,7.95,5.07,10.97,19.02,1,White Spot,Lime Treatment
30.2,7.95,6.04,14.65,44.97,1,White Spot,Lime Treatment
29.9,8.13,5.38,16.57,51.41,1,White Spot,Lime Treatment
29.1,6.88,5.84,9.12,36.09,1,White Spot,Lime Treatment
27.3,6.67,4.47,8.45,45.36,0,None,None
28.2,7.28,6.44,18.1,58.26,0,None,None
26.5,6.85,5.23,14.14,55.71,0,None,None
25.7,7.86,4.58,24.08,57.37,0,None,None
25.3,8.0,4.86,9.52,31.64,1,White Spot,Lime Treatment
25.9,6.55,6.81,7.29,44.67,1,White Spot,Lime Treatment
27.7,7.77,5.06,24.41,25.7,0,None,None
29.5,6.94,4.34,19.39,22.2,1,White Spot,Lime Treatment
