Species,Pond_Area,Feed_Used,Culture_Days,Expected_Yield
Freshwater Prawn,0.7,3536,115,2.25
Catfish,3.0,856,101,5.66
King Crab,1.0,1449,160,5.08
Vannamei,1.9,4984,160,6.8
Trout,4.6,774,160,6.39
Snapper,0.7,2731,118,4.68
Trout,1.9,1141,105,5.41
Tilapia,4.0,1008,111,4.92
Seabass,3.8,3317,91,3.99
Mud Crab,1.8,4879,129,9.95
Tuna,1.8,523,122,7.99
Freshwater Prawn,3.5,725,161,2.09
Snapper,3.8,3984,120,4.34
Whiteleg Shrimp,4.0,3411,128,5.2
Barramundi,4.3,2327,145,9.66
Rohu,2.2,4690,145,9.11
Rohu,1.0,4150,146,8.87
Rohu,3.8,3474,163,9.6
Barramundi,1.7,2144,143,7.99
Grouper,2.6,578,116,8.54
Dungeness Crab,1.6,3611,142,8.76
Whiteleg Shrimp,2.2,948,171,5.81
Black Tiger Shrimp,1.1,1238,179,7.72
Banana Prawn,3.2,3211,175,3.0
Banana Prawn,1.5,2905,98,3.88
Freshwater Prawn,1.2,2684,154,9.07
Freshwater Prawn,4.8,2173,114,7.06
Whiteleg Shrimp,3.8,736,150,3.26
Barramundi,2.8,4841,174,9.88
Salmon,1.6,2772,143,3.77
Dungeness Crab,3.2,1677,163,8.86
Grouper,4.0,2142,138,9.27
Salmon,3.1,565,141,7.45
Salmon,3.7,4512,117,7.4
Snow Crab,0.9,575,132,5.47
Cod,4.2,2440,148,3.84
Tilapia,4.2,1485,174,8.18
Snow Crab,3.4,2622,148,6.13
Catfish,3.9,3761,109,5.45
Cod,1.3,4204,119,9.6
Banana Prawn,1.3,3979,147,7.36
Banana Prawn,1.1,3327,149,9.66
Whiteleg Shrimp,4.1,2947,97,4.65
Vannamei,1.4,4373,116,6.76
Mud Crab,1.5,2704,100,4.45
Tiger Prawn,2.0,4417,117,8.69
Black Tiger Shrimp,1.1,1227,110,3.93
Blue Swimmer Crab,0.9,917,146,7.78
Snapper,0.5,3952,114,6.83
Seabass,4.3,596,151,9.78
Seabass,3.7,4160,90,4.76
Trout,1.1,2867,111,3.07
Barramundi,0.5,2897,106,6.3
Milkfish,4.1,3099,94,3.27
Snow Crab,2.2,849,120,7.11
Barramundi,2.3,4566,119,3.82
Pangasius,2.9,3038,145,5.57
Mud Crab,3.5,1359,103,3.09
Carp,2.1,2731,152,4.27
Tuna,2.7,1199,90,4.8
Cod,2.4,3099,158,7.59
Catfish,2.6,1612,105,7.23
King Crab,1.6,1763,96,6.16
Salmon,0.7,4521,140,5.55
Trout,1.3,4466,114,8.8
Mud Crab,0.7,4330,107,2.64
Tilapia,3.2,4620,139,2.36
Dungeness Crab,1.6,3947,111,2.27
Pangasius,4.9,682,109,6.1
Carp,2.2,3307,99,4.52
King Crab,1.0,665,112,3.32
Snow Crab,4.5,1560,97,9.06
Grouper,1.9,1077,141,4.8
Catfish,3.3,4736,139,2.63
Mud Crab,1.5,1805,135,4.6
Soft Shell Crab,2.4,4222,136,5.11
Pangasius,3.9,2603,102,8.61
Pangasius,3.6,1642,94,7.36
Barramundi,4.0,4863,104,8.38
King Crab,1.3,4683,178,5.77
Freshwater Prawn,3.0,1330,99,7.06
Tilapia,3.1,933,110,8.81
Pangasius,2.3,3085,169,9.99
Pangasius,4.3,4566,127,9.84
King Prawn,4.4,4345,135,2.52
Vannamei,2.2,3313,117,6.02
Trout,1.4,4387,161,9.63
King Prawn,2.7,4150,102,7.75
Blue Swimmer Crab,2.6,1372,159,9.22
Catfish,2.9,1726,105,7.69
Mud Crab,4.4,2951,143,3.11
Black Tiger Shrimp,3.4,4146,175,9.36
Tilapia,0.8,3646,136,9.46
Cod,2.8,4699,180,8.89
Dungeness Crab,4.2,642,167,8.47
Snapper,0.7,851,147,8.35
Barramundi,2.1,3072,95,9.61
Seabass,4.3,1765,180,9.63
Seabass,2.3,2734,130,8.46
Trout,0.7,4013,134,6.03
Barramundi,0.8,1550,163,7.5
Salmon,5.0,4410,126,7.8
Seabass,2.8,4475,91,8.88
Mud Crab,4.0,1388,176,3.32
Salmon,4.7,4535,135,7.66
Tiger Prawn,2.8,1739,167,9.94
Soft Shell Crab,2.1,4520,124,5.97
Freshwater Prawn,4.7,3674,100,2.25
Blue Swimmer Crab,1.4,3558,97,9.42
Carp,3.3,4130,95,9.76
Milkfish,3.0,1740,136,6.99
Snapper,4.3,2978,104,8.53
Milkfish,3.0,4278,159,6.34
Freshwater Prawn,1.1,1300,141,2.55
Dungeness Crab,4.8,3033,115,5.75
Cod,1.6,2336,115,2.26
Tuna,3.8,3484,123,9.57
Seabass,3.1,3046,141,7.06
Carp,0.6,4499,168,3.18
Tuna,2.6,1842,135,7.35
Snow Crab,4.6,3945,140,5.5
Rohu,2.9,3274,166,5.98
Dungeness Crab,3.3,859,172,4.96
Tiger Prawn,2.6,2610,90,5.8
Barramundi,0.7,705,134,3.98
King Prawn,3.0,4989,105,6.68
Barramundi,4.3,2182,174,5.47
Freshwater Prawn,0.7,3943,163,7.99
King Crab,1.8,1673,150,5.89
Dungeness Crab,4.8,4733,163,7.46
Snapper,4.5,3785,96,6.82
Snapper,4.0,2100,167,7.67
Black Tiger Shrimp,1.1,4022,113,7.64
Tuna,1.9,1336,117,6.39
Black Tiger Shrimp,0.6,4585,113,3.79
Mud Crab,1.3,1526,124,8.21
Whiteleg Shrimp,1.5,545,139,7.91
Milkfish,2.5,3826,155,4.92
Catfish,3.5,3764,132,3.34
Soft Shell Crab,3.2,1805,107,8.05
Banana Prawn,2.1,3936,163,3.26
Trout,2.5,2971,104,4.55
Banana Prawn,2.9,1915,175,6.4
Cod,2.0,2027,157,4.26
Freshwater Prawn,0.6,1430,177,9.74
Tuna,2.7,2165,131,5.63
Soft Shell Crab,2.2,3102,174,2.17
Trout,1.4,4874,96,4.31
Vannamei,3.1,756,117,4.77
Vannamei,4.8,1158,122,3.44
Milkfish,4.0,2136,173,2.06
Seabass,3.8,1861,153,2.57
Barramundi,4.7,4412,135,9.36
Tilapia,1.4,3723,156,9.1
Freshwater Prawn,3.2,3543,115,5.92
Dungeness Crab,1.5,965,95,7.22
Pangasius,2.8,1719,138,5.75
Tiger Prawn,3.4,3182,105,2.61
Milkfish,3.7,1494,101,9.36
Banana Prawn,3.2,3163,171,6.37
Pangasius,1.8,940,172,6.28
Grouper,2.2,586,122,5.06
King Crab,1.5,4996,125,6.69
Carp,4.6,2389,139,3.84
Dungeness Crab,3.6,3113,124,5.48
Black Tiger Shrimp,0.5,4369,174,2.17
Pangasius,4.1,2449,113,3.09
King Crab,2.9,4230,172,2.58
Freshwater Prawn,4.0,4656,147,9.87
Grouper,4.2,3054,171,8.25
Seabass,1.2,3668,155,6.78
Barramundi,1.9,4563,130,2.04
Catfish,1.1,2472,159,5.91
Catfish,1.9,2610,133,2.02
Snow Crab,3.2,4156,106,5.76
Catfish,2.4,546,168,2.64
King Crab,1.3,2029,92,4.72
Tilapia,3.7,3162,120,5.5
Salmon,2.5,3347,90,2.67
Seabass,3.5,4508,121,7.24
Seabass,3.0,1124,132,8.34
Snow Crab,4.9,2656,102,2.58
Whiteleg Shrimp,1.4,989,107,5.45
Tuna,2.8,1838,174,2.21
Cod,4.6,3130,145,6.81
Catfish,3.9,1200,157,7.93
Tiger Prawn,2.8,4686,135,6.96
Rohu,1.8,2646,98,8.88
Seabass,1.2,3436,91,8.75
Soft Shell Crab,3.1,1997,159,5.32
Seabass,1.4,1501,127,4.33
Vannamei,0.8,4658,155,6.2
Carp,3.3,871,164,8.38
Grouper,0.5,2573,146,7.41
Milkfish,1.1,2400,150,5.01
Salmon,1.7,2629,119,2.39
Seabass,1.2,4048,135,5.49
Rohu,1.3,1002,169,4.39
Catfish,3.2,2991,164,7.75
Tilapia,2.6,1963,131,2.66
Banana Prawn,4.3,4740,111,7.24
Banana Prawn,3.8,3214,98,7.65
Snow Crab,2.3,2058,113,2.98
Black Tiger Shrimp,3.8,4405,169,2.29
Tilapia,4.2,4039,104,4.25
Blue Swimmer Crab,4.2,2520,92,7.7
Tiger Prawn,3.9,2301,91,7.19
Milkfish,1.3,1987,152,3.72
Freshwater Prawn,2.9,1325,128,2.92
Salmon,3.2,790,149,2.08
Rohu,3.5,2979,116,6.36
Tuna,4.7,2850,132,7.91
Salmon,1.9,813,141,2.7
Pangasius,1.8,1560,97,3.23
Tuna,4.1,1218,141,5.94
Seabass,3.1,959,138,6.02
Freshwater Prawn,2.8,1629,159,4.92
Cod,1.2,1261,96,8.73
Snapper,2.6,3013,108,2.58
Banana Prawn,1.5,3096,143,2.17
Trout,1.5,3634,170,9.01
King Prawn,4.3,1102,142,4.16
Tuna,1.3,3687,169,6.92
Blue Swimmer Crab,4.2,4286,111,5.29
Pangasius,2.1,3416,170,6.12
King Prawn,1.5,4575,168,9.42
Trout,2.0,3982,174,2.73
Blue Swimmer Crab,3.8,2117,174,4.01
Tiger Prawn,4.8,2571,106,6.69
Cod,1.5,2157,139,5.31
Soft Shell Crab,0.7,2770,143,9.76
Snapper,0.8,1537,99,3.23
Freshwater Prawn,4.4,3934,109,8.51
King Crab,1.9,3694,98,2.24
Soft Shell Crab,0.9,890,157,5.78
Catfish,2.1,4661,139,4.55
Dungeness Crab,2.6,3557,151,8.54
Black Tiger Shrimp,4.3,3920,174,5.13
Rohu,3.7,3443,146,2.85
Carp,2.7,4740,103,8.73
Snapper,4.3,2431,150,9.34
Snow Crab,2.4,843,110,8.87
Catfish,3.4,1135,160,3.3
Black Tiger Shrimp,2.2,3198,158,3.09
Black Tiger Shrimp,2.8,3791,133,3.33
King Crab,2.3,2495,165,8.05
Grouper,4.7,1522,162,2.9
Cod,4.8,558,173,2.22
Snapper,4.6,2486,138,7.96
Pangasius,0.8,4830,154,4.76
Blue Swimmer Crab,2.1,3693,167,5.65
Barramundi,1.3,3256,171,6.18
Vannamei,4.1,2958,114,6.69
Black Tiger Shrimp,1.5,4712,154,6.33
Grouper,4.6,1224,166,4.76
Cod,2.9,747,140,7.13
Cod,1.6,706,119,6.55
Tilapia,4.9,3753,138,5.79
Tilapia,2.2,4334,138,8.03
Seabass,4.0,4045,114,4.19
Catfish,3.8,962,97,2.44
Black Tiger Shrimp,3.2,4624,95,4.36
Tilapia,0.7,1517,156,2.07
Blue Swimmer Crab,3.6,3897,132,3.19
Freshwater Prawn,2.1,3502,109,3.24
Salmon,0.9,1690,147,9.16
Dungeness Crab,2.0,1937,150,4.43
Soft Shell Crab,2.0,4914,94,3.38
Blue Swimmer Crab,0.8,1042,100,6.21
King Crab,4.6,2033,117,8.26
Salmon,1.4,3885,147,8.42
Tiger Prawn,0.6,3695,149,9.66
Pangasius,2.1,4008,99,4.61
King Crab,0.6,1963,154,3.62
Carp,1.7,2369,99,9.41
Mud Crab,4.2,4869,121,7.17
Barramundi,4.2,3544,175,7.34
Blue Swimmer Crab,4.5,2346,113,6.05
Tuna,3.2,2389,117,3.72
Salmon,1.6,2155,90,9.8
Black Tiger Shrimp,1.2,2076,148,3.83
Seabass,3.5,1748,114,7.2
Cod,1.4,809,97,2.95
Grouper,4.8,4353,145,9.4
Milkfish,1.2,4283,97,3.79
Cod,0.8,4241,116,4.41
Dungeness Crab,4.7,3179,151,6.71
Catfish,1.9,2354,157,6.92
Rohu,4.3,2167,175,7.89
Tilapia,4.5,746,101,7.85
Rohu,2.8,992,162,6.92
Tuna,4.8,2217,163,9.78
King Crab,1.7,1606,105,5.07
Grouper,1.4,1603,151,2.11
Blue Swimmer Crab,1.2,3442,179,9.58
Dungeness Crab,4.9,3121,137,3.78
Salmon,2.6,4912,179,9.0
Catfish,3.2,4770,133,6.35
Black Tiger Shrimp,0.5,727,121,5.17
Tilapia,3.2,2142,92,5.63
Cod,0.8,632,95,5.57
Barramundi,4.2,2079,121,6.5
Carp,1.8,3218,114,4.54
Grouper,4.3,1071,169,3.11
Pangasius,1.1,1039,109,6.19
Tilapia,3.4,1958,150,5.57
Soft Shell Crab,4.8,2543,165,4.55
Grouper,0.8,3940,174,5.77
Banana Prawn,2.4,3588,114,8.08
Blue Swimmer Crab,0.6,1869,107,7.72
Mud Crab,1.2,1478,119,6.59
Milkfish,4.1,2261,126,9.01
Whiteleg Shrimp,4.0,4445,153,3.06
Vannamei,3.0,1144,148,6.35
Dungeness Crab,4.1,4958,142,2.34
Tiger Prawn,0.7,2301,97,7.62
Vannamei,4.8,1322,167,8.83
Blue Swimmer Crab,4.9,2283,159,4.21
Seabass,4.0,4236,172,3.39
Vannamei,1.9,3282,164,7.36
Catfish,4.0,3804,150,2.14
Whiteleg Shrimp,2.0,1418,160,5.91
Grouper,2.4,2383,120,8.56
Vannamei,3.7,2433,93,3.96
Banana Prawn,0.7,2839,114,9.02
Rohu,4.4,1519,171,7.06
Salmon,4.8,4276,162,9.97
Carp,4.7,1257,164,9.09
Dungeness Crab,1.2,4877,178,9.95
Catfish,0.8,2206,93,7.24
Salmon,1.0,3287,177,2.91
Freshwater Prawn,0.9,571,145,8.3
Salmon,2.6,3763,164,9.35
Tiger Prawn,1.1,2238,123,2.01
Salmon,3.1,3873,172,3.77
Snapper,4.9,4395,97,5.05
Cod,3.3,1668,160,7.43
Seabass,2.4,3491,175,2.36
Soft Shell Crab,1.3,2669,152,8.55
Soft Shell Crab,1.2,3914,156,4.82
Tuna,3.9,2133,144,7.34
Pangasius,4.7,3956,119,5.07
Blue Swimmer Crab,2.9,1422,111,8.48
Vannamei,4.8,2397,132,5.67
Tiger Prawn,2.5,3249,142,6.42
Rohu,3.3,1116,137,8.88
King Crab,4.5,4605,127,5.25
Blue Swimmer Crab,0.9,1039,112,7.96
Blue Swimmer Crab,5.0,4939,132,9.75
Barramundi,3.2,1191,142,5.79
Snapper,1.0,1121,136,4.2
Trout,3.0,3776,171,4.2
Tilapia,2.5,3935,115,9.4
Vannamei,0.9,2109,98,3.82
Trout,3.1,914,176,2.32
Carp,2.0,4519,139,9.25
King Prawn,1.1,816,177,2.02
Snapper,1.7,3132,109,6.52
Tiger Prawn,0.6,2031,129,2.33
King Crab,1.9,2098,128,8.58
King Crab,2.6,3937,160,2.89
Tiger Prawn,1.0,4498,90,2.3
Milkfish,3.5,4164,134,7.06
Pangasius,1.8,2903,172,9.61
Pangasius,2.3,2750,150,5.88
Pangasius,2.4,2577,138,3.26
King Prawn,0.7,4852,154,2.95
Soft Shell Crab,4.7,2474,157,4.89
Seabass,2.1,2629,128,3.42
Vannamei,2.9,2763,104,7.81
King Crab,2.2,2822,162,4.89
Blue Swimmer Crab,2.7,1050,145,8.14
Tilapia,0.9,3188,160,3.03
Barramundi,3.1,3214,141,6.46
Tiger Prawn,3.9,1314,158,3.09
Barramundi,2.9,4960,162,8.99
Tilapia,4.2,1192,104,9.94
Barramundi,4.4,3919,163,9.62
Snapper,2.7,2549,93,8.25
Vannamei,1.8,835,119,7.77
Catfish,1.3,1211,172,5.43
King Crab,4.4,1989,142,7.71
Snow Crab,1.5,4520,175,8.04
Black Tiger Shrimp,2.7,3785,93,5.04
Tuna,0.6,3442,169,4.96
Tilapia,1.1,1152,154,2.04
Snow Crab,3.5,3024,172,9.34
Tuna,4.6,2124,152,7.65
Tilapia,1.6,3096,159,3.69
Black Tiger Shrimp,2.8,4615,148,6.54
Soft Shell Crab,1.4,3808,139,7.44
Cod,0.7,3344,118,9.68
Tuna,1.4,4846,127,7.94
Barramundi,2.8,3043,149,7.41
Soft Shell Crab,1.6,3607,150,3.33
Vannamei,1.3,4923,153,4.77
Rohu,4.7,2074,126,3.11
Blue Swimmer Crab,2.4,4313,173,4.2
Snow Crab,2.8,978,132,4.47
Salmon,2.8,4444,137,3.82
Catfish,4.8,4778,111,10.0
Trout,1.0,2445,101,5.01
Dungeness Crab,0.7,4591,124,9.99
Black Tiger Shrimp,4.0,2064,154,5.08
Barramundi,0.6,4286,144,7.34
Carp,1.4,2448,91,9.98
Freshwater Prawn,2.2,4778,139,3.84
Blue Swimmer Crab,3.9,3908,143,8.88
Carp,1.3,4801,120,7.26
Milkfish,1.0,4415,162,3.2
Soft Shell Crab,2.9,4616,161,6.72
Milkfish,2.0,1991,147,9.23
Black Tiger Shrimp,2.4,825,113,6.38
Catfish,2.3,2094,151,9.51
Blue Swimmer Crab,1.4,4136,132,5.36
Rohu,1.4,2127,118,6.83
Soft Shell Crab,2.0,1453,93,2.27
Cod,2.8,2421,152,5.73
Carp,1.0,1490,95,8.14
Tiger Prawn,3.1,742,122,2.33
Dungeness Crab,1.7,4961,106,4.51
Tuna,4.0,4024,98,2.7
King Crab,3.2,3132,117,4.91
Pangasius,0.7,2960,147,2.08
Pangasius,1.3,1888,102,9.94
Carp,2.4,1799,118,6.06
Catfish,4.6,3659,169,9.36
King Prawn,1.7,4824,95,2.59
Black Tiger Shrimp,4.2,3380,137,9.52
Soft Shell Crab,0.7,694,141,5.9
Pangasius,1.4,3517,125,8.98
Black Tiger Shrimp,3.8,3839,154,9.46
King Prawn,3.0,2303,150,9.84
King Prawn,0.7,2073,161,4.51
Salmon,2.7,3308,174,5.37
Salmon,3.3,3044,168,2.92
Blue Swimmer Crab,4.3,3255,136,3.16
Grouper,3.5,588,131,6.55
Pangasius,2.8,3234,177,6.54
Snapper,2.2,2056,154,2.26
Dungeness Crab,2.3,4404,104,6.05
Mud Crab,1.4,2561,129,6.53
Catfish,3.1,1014,176,4.87
Rohu,1.0,4793,166,4.96
Tuna,4.9,1821,164,6.78
Salmon,3.8,2084,137,6.8
Tuna,0.7,3400,146,8.0
Blue Swimmer Crab,3.3,1992,92,4.53
Catfish,2.7,4596,159,7.21
Cod,4.4,1583,177,4.7
Banana Prawn,3.9,3053,117,8.82
Pangasius,0.8,1692,125,4.94
Freshwater Prawn,2.0,1275,130,8.81
Rohu,3.9,2331,117,3.69
Dungeness Crab,1.1,3161,115,6.05
Trout,2.2,3404,91,7.74
Barramundi,2.9,3144,149,4.97
Rohu,0.6,4765,153,7.95
Soft Shell Crab,0.8,3573,95,4.52
Mud Crab,2.5,1709,109,3.0
Snapper,2.9,2319,158,3.51
Soft Shell Crab,3.6,1926,180,8.94
Grouper,1.5,3461,161,8.7
Black Tiger Shrimp,1.7,4770,104,4.41
Trout,1.7,3564,159,7.81
Catfish,1.8,1219,141,3.04
Soft Shell Crab,3.5,2617,131,9.02
Carp,1.0,2016,151,7.05
Whiteleg Shrimp,4.7,3396,95,4.76
Freshwater Prawn,3.5,4165,150,5.54
Blue Swimmer Crab,4.0,4586,151,3.76
Freshwater Prawn,0.6,4209,165,8.95
Seabass,1.3,1416,169,4.38
Salmon,1.9,4653,91,7.15
Catfish,2.5,4527,103,3.76
Rohu,2.8,715,148,6.84
Soft Shell Crab,3.0,4557,120,9.84
Snow Crab,0.8,530,106,5.95
Carp,4.9,995,114,2.29
Dungeness Crab,2.2,3084,179,6.08
King Crab,2.6,3939,97,7.41
Grouper,3.6,1351,160,6.73
Dungeness Crab,4.9,1966,156,9.05
King Prawn,3.1,1922,172,6.96
Vannamei,1.3,603,137,5.2
Banana Prawn,3.8,4175,133,2.91
Tiger Prawn,2.9,4591,160,8.72
King Prawn,1.7,3091,117,6.17
Soft Shell Crab,4.6,3842,164,5.93
Carp,3.5,2219,124,7.33
Milkfish,4.1,2651,120,2.05
Dungeness Crab,0.6,2896,133,3.48
Snow Crab,3.3,1740,117,2.67
Seabass,1.3,3757,105,5.3
Cod,4.1,3390,126,9.42
Soft Shell Crab,0.6,656,180,9.25
Rohu,3.4,4365,94,8.69
Catfish,3.6,1114,176,5.21
Banana Prawn,5.0,1305,104,9.79
Dungeness Crab,1.1,4269,102,2.83
Seabass,3.7,1391,127,6.19
Barramundi,2.0,4097,133,9.16
Rohu,1.1,4606,103,2.45
Vannamei,4.7,4425,180,7.22
Grouper,2.1,2251,159,6.11
King Crab,4.7,4277,150,5.54
Mud Crab,4.3,2628,98,6.42
Seabass,2.3,4659,161,2.74
Dungeness Crab,4.8,2805,101,6.61
Freshwater Prawn,3.0,3836,115,7.88
Tiger Prawn,2.3,857,137,2.8
Pangasius,2.8,3416,164,2.31
Banana Prawn,0.9,533,153,7.89
Catfish,1.6,4717,148,7.28
Seabass,1.3,2146,156,5.28
Banana Prawn,2.0,2034,169,9.75
Freshwater Prawn,3.9,3876,170,2.01
Banana Prawn,3.8,3896,150,9.52
Dungeness Crab,3.7,1584,91,8.75
Tuna,0.8,2110,138,4.9
Milkfish,4.4,3064,145,8.5
Rohu,1.2,735,104,8.13
Snapper,3.3,2456,110,6.27
Mud Crab,1.7,1983,116,7.58
Barramundi,1.7,4880,154,2.22
Grouper,4.4,3765,109,6.95
Banana Prawn,1.9,1295,180,5.83
Pangasius,1.1,1330,179,2.78
Dungeness Crab,4.4,4005,180,2.92
King Crab,1.7,4157,146,4.07
Tuna,1.4,3788,167,2.47
Salmon,2.7,3594,101,9.33
Grouper,1.7,2702,94,2.33
Milkfish,3.5,1462,138,6.42
Milkfish,0.6,701,144,3.04
Dungeness Crab,3.4,1236,166,6.97
Catfish,4.8,2621,91,4.07
Milkfish,3.7,3651,179,2.02
Freshwater Prawn,0.7,2329,100,2.75
Freshwater Prawn,4.6,1171,123,2.15
Whiteleg Shrimp,1.4,2135,108,4.25
Blue Swimmer Crab,3.0,2157,162,8.41
King Crab,4.0,1894,143,7.51
Snow Crab,4.5,4489,153,8.82
Tilapia,3.3,2152,146,8.83
Mud Crab,1.1,1269,143,9.75
Black Tiger Shrimp,0.6,1016,151,9.85
Tuna,2.0,2137,155,7.17
Grouper,1.6,3311,110,3.8
Banana Prawn,3.0,1926,137,4.3
Snow Crab,2.2,2559,177,9.66
King Crab,2.2,4655,155,6.04
Dungeness Crab,3.0,1265,180,6.34
Tiger Prawn,4.3,3635,109,6.92
Grouper,4.7,3001,161,2.57
Tilapia,4.9,1133,105,2.84
Carp,1.8,3129,129,2.19
Rohu,3.4,1559,99,2.39
Cod,1.4,1333,155,8.13
Mud Crab,4.9,4364,148,7.8
Black Tiger Shrimp,3.4,1764,105,6.16
Rohu,2.3,3616,144,9.88
Seabass,1.2,1234,159,8.29
Salmon,2.3,3112,131,5.77
Soft Shell Crab,1.2,4710,167,8.7
Snow Crab,3.9,4147,119,4.99
Black Tiger Shrimp,4.8,2316,94,7.06
Pangasius,0.7,2272,134,4.37
Whiteleg Shrimp,1.8,2247,175,9.17
Whiteleg Shrimp,1.9,2632,127,2.06
Cod,3.1,1988,180,7.96
Trout,2.8,1756,162,4.01
Snapper,1.3,2213,101,8.63
Milkfish,0.7,4203,106,3.47
Whiteleg Shrimp,3.1,2931,130,9.37
Blue Swimmer Crab,3.4,1687,165,9.89
King Crab,4.6,2557,170,5.66
Tilapia,4.4,2502,160,2.19
Dungeness Crab,1.0,4973,179,2.3
Salmon,1.6,4595,108,8.85
Tiger Prawn,1.3,3922,179,6.96
Whiteleg Shrimp,1.4,3391,164,3.18
Cod,0.5,3554,100,7.93
Snow Crab,2.0,4731,119,6.99
Whiteleg Shrimp,2.0,893,116,9.23
Trout,0.9,1064,158,4.85
Pangasius,4.1,4831,123,7.03
Cod,2.5,3866,179,8.65
Vannamei,4.7,3293,164,8.76
Pangasius,2.2,4565,126,9.6
Freshwater Prawn,4.3,3966,99,6.01
Trout,1.7,3552,113,5.7
Snapper,0.5,973,146,7.68
Trout,3.0,2481,142,8.62
Mud Crab,4.9,4929,166,8.4
Mud Crab,4.8,1302,175,2.51
Cod,2.7,2605,161,6.83
Cod,3.1,4895,102,6.77
Milkfish,2.7,785,121,8.28
Seabass,2.6,4241,129,3.27
Snow Crab,1.8,2468,153,5.24
Salmon,2.2,1059,148,6.14
Black Tiger Shrimp,4.5,4921,170,7.28
Freshwater Prawn,2.5,780,92,8.31
Whiteleg Shrimp,2.5,1826,129,9.51
Carp,0.8,3662,160,9.13
Tiger Prawn,2.6,4370,110,2.72
Snow Crab,4.6,3737,147,4.32
Carp,3.3,4483,177,2.84
Tuna,1.4,3050,112,7.94
King Crab,3.9,1324,126,3.09
Tiger Prawn,0.8,1739,136,5.96
King Prawn,1.0,1367,141,3.91
Tuna,2.5,4823,166,3.7
Banana Prawn,1.3,1221,132,8.15
Carp,1.0,3568,124,2.04
Dungeness Crab,1.9,3018,114,6.76
King Prawn,1.6,755,118,4.01
Trout,1.8,2833,141,7.4
Blue Swimmer Crab,2.2,2694,119,2.52
King Prawn,3.4,4276,96,7.28
Banana Prawn,0.6,1892,164,4.19
Dungeness Crab,4.7,2444,105,7.54
Blue Swimmer Crab,4.5,4692,135,6.32
Black Tiger Shrimp,2.8,2641,166,7.05
Snow Crab,2.1,846,175,4.45
Carp,3.6,2101,157,2.46
Tuna,2.4,4099,163,8.48
Seabass,4.7,1199,140,4.5
Whiteleg Shrimp,0.6,3975,173,2.9
King Prawn,3.8,2116,96,2.34
Catfish,0.8,1999,108,4.46
Seabass,2.3,667,97,2.88
King Crab,3.5,4913,161,7.54
Black Tiger Shrimp,4.2,1109,151,2.14
King Crab,1.5,4075,138,8.17
Soft Shell Crab,0.9,1527,148,5.29
Dungeness Crab,2.1,982,103,8.54
Whiteleg Shrimp,0.9,3256,116,2.61
Freshwater Prawn,1.2,1794,170,4.3
Mud Crab,4.6,1095,130,3.51
Salmon,0.9,3726,178,3.45
Snow Crab,3.7,4387,100,5.49
Tiger Prawn,2.6,1033,134,9.88
King Crab,3.3,2596,105,7.58
King Prawn,3.5,3100,174,3.94
Pangasius,4.7,3415,121,4.7
Vannamei,2.1,938,110,5.75
Black Tiger Shrimp,2.5,1819,174,2.42
Whiteleg Shrimp,3.3,2947,128,6.5
King Crab,4.9,1578,148,5.17
Seabass,3.6,4667,172,9.29
Cod,1.6,4273,121,8.76
King Prawn,4.3,3542,122,8.71
Freshwater Prawn,3.2,2573,177,8.27
Blue Swimmer Crab,3.2,3116,98,9.58
Vannamei,4.3,3481,121,9.6
Tilapia,3.4,2402,177,9.94
King Crab,2.2,3507,175,4.04
Rohu,4.2,4420,145,4.52
Snow Crab,1.3,505,120,9.15
Grouper,0.7,1121,153,5.92
Salmon,3.0,4476,179,5.71
Tilapia,2.7,4744,113,6.04
Catfish,3.5,3182,106,4.56
King Prawn,4.7,4169,157,3.32
Milkfish,1.1,4735,152,5.45
King Crab,4.7,2874,112,7.32
King Prawn,3.2,3837,97,3.01
Tilapia,2.1,1710,180,8.31
Tuna,1.8,3446,115,3.56
Tilapia,4.7,2494,178,5.14
Vannamei,2.8,1805,137,8.19
Tilapia,4.0,2831,148,9.16
Rohu,1.3,4985,131,4.73
Blue Swimmer Crab,1.3,1145,113,8.84
Whiteleg Shrimp,1.1,2976,130,2.4
Blue Swimmer Crab,4.0,1328,101,9.36
Freshwater Prawn,0.5,3737,130,4.29
Snow Crab,4.2,4681,122,3.14
Tuna,2.7,4054,161,6.89
Snapper,3.1,576,148,2.63
Pangasius,4.3,4038,123,2.45
Trout,2.0,2080,168,2.12
Barramundi,4.2,3364,97,9.75
Dungeness Crab,4.5,976,127,5.01
Black Tiger Shrimp,1.8,726,105,3.49
Rohu,2.9,2636,133,6.99
Banana Prawn,3.8,4341,138,8.93
Soft Shell Crab,1.6,4065,95,7.29
King Crab,1.1,3704,144,6.69
Vannamei,4.1,4520,109,4.96
Trout,4.7,2098,174,5.06
Seabass,2.5,4370,131,6.34
Milkfish,0.7,3922,111,3.23
Snow Crab,2.3,2877,146,5.15
Black Tiger Shrimp,3.9,634,140,8.67
Soft Shell Crab,1.2,1297,118,9.72
Tiger Prawn,0.8,3516,118,5.23
Freshwater Prawn,2.1,854,154,4.01
Mud Crab,3.5,3926,126,6.03
Barramundi,4.0,522,172,3.18
Freshwater Prawn,2.6,4642,126,4.87
Salmon,3.8,3610,111,2.01
Blue Swimmer Crab,2.6,3549,104,6.75
Salmon,2.7,1329,158,7.21
