Country,State,Supplier_Name,Species,Seed_Quality_Rating,Contact,Distance_km
India,New Hampshire,"Roberts, Jones and Richardson",Carp,4,+1-773-997-0578x2983,172.1
Vietnam,South Carolina,Moore-Munoz,Dungeness Crab,5,(785)642-5165,132.5
Bangladesh,West Virginia,Phillips-Estrada,Barramundi,4,(653)333-1169x43055,172.3
India,Rhode Island,"Morgan, Hunt and Cummings",Vannamei,5,750.331.7200x102,198.7
Vietnam,Idaho,Smith LLC,Tuna,4,530.960.1946x4456,44.8
India,Connecticut,Love-Acosta,Salmon,4,781-448-7605,77.4
Bangladesh,New York,Davis-Hale,Carp,5,+1-210-448-0208x33162,161.3
Bangladesh,Indiana,Gonzalez Ltd,Carp,4,402-406-8784x29405,46.6
Thailand,Oklahoma,Nunez-Miller,Grouper,4,+1-718-333-9875x278,121.0
India,Alaska,Higgins Inc,Banana Prawn,3,633.712.8186,35.1
Indonesia,Kansas,Davis Ltd,Freshwater Prawn,3,(259)580-0620x1123,63.6
Indonesia,Oregon,"Ortiz, Moreno and Abbott",Banana Prawn,5,905.531.4805x25473,157.7
Bangladesh,Texas,"Vargas, Nelson and Rangel",Pangasius,3,001-253-356-6964x6913,36.7
Vietnam,Oregon,Huynh-Anderson,Soft Shell Crab,4,+1-235-609-0224x852,120.6
Indonesia,Vermont,Fowler Ltd,Catfish,4,+1-761-293-8175x138,46.2
India,Wyoming,"Foster, Rice and Dennis",Blue Swimmer Crab,5,889-370-2018x68902,153.1
Indonesia,Minnesota,Gomez LLC,Freshwater Prawn,5,001-547-538-8257,155.3
Vietnam,Tennessee,Taylor-Simpson,Tiger Prawn,3,001-879-537-5934x1000,92.0
Thailand,Arkansas,Leonard Inc,Barramundi,5,286.417.5106,65.3
India,Hawaii,"Tyler, Chung and Wood",Snow Crab,5,243-424-2732,68.6
India,New Hampshire,Evans-Shelton,Soft Shell Crab,4,776.716.2009x73322,46.5
Vietnam,Wisconsin,Casey-Davis,Dungeness Crab,3,+1-586-516-4487x451,20.3
Thailand,Wisconsin,Ward-Ramos,Snow Crab,3,285.857.1373,99.6
India,New York,Watkins and Sons,Catfish,3,(248)832-1710,135.4
Vietnam,Wyoming,Barton Ltd,King Prawn,3,5999705606,169.7
India,Nebraska,Cuevas-Soto,Vannamei,3,(827)415-6843,101.6
Indonesia,Florida,Lester Inc,Barramundi,5,805-813-1185x2759,88.7
Bangladesh,Nevada,Miller and Sons,Freshwater Prawn,5,001-796-257-9406x281,90.9
Vietnam,Minnesota,Burns LLC,Grouper,3,279-548-2529x5596,142.4
Vietnam,Utah,"Jenkins, Davis and Gomez",Tilapia,5,+1-278-316-8789,115.3
India,Wyoming,"Stephens, Burgess and Trevino",King Crab,5,336.571.5854x518,30.9
Vietnam,Kansas,Murphy-Jones,Freshwater Prawn,5,(488)648-7509,182.7
India,Idaho,"Collins, Barnes and Robertson",King Prawn,5,+1-348-271-3100x18938,158.1
Bangladesh,Maine,Hernandez LLC,Vannamei,5,+1-307-694-0796x630,134.2
Thailand,Kentucky,Hart-Smith,Blue Swimmer Crab,4,+1-659-912-4506x0434,78.9
Thailand,Alabama,Martinez-Molina,Vannamei,5,521-285-0111,193.1
Bangladesh,Pennsylvania,Flores Ltd,King Crab,4,306.958.3043,45.3
Indonesia,Oklahoma,Williams-Hartman,Barramundi,3,(693)641-8301x928,45.0
Vietnam,Minnesota,"Valencia, Diaz and Brown",Tiger Prawn,5,(875)368-6451x9636,128.0
Bangladesh,Maryland,Powers-Benson,Vannamei,4,299-669-5712,66.0
Bangladesh,Hawaii,"Ochoa, White and Bell",Blue Swimmer Crab,5,(800)670-9086x908,101.1
Thailand,Vermont,Leonard-Tran,Barramundi,4,525.327.5570x90174,162.6
Thailand,New Jersey,"Perry, Williams and Garcia",Pangasius,3,001-798-556-1708x4307,13.6
Bangladesh,New Hampshire,Wilson PLC,Snow Crab,4,898-632-6750x4813,154.8
Vietnam,Florida,Johnson-Davis,Pangasius,5,255.466.2312x522,108.7
Indonesia,Rhode Island,Mccarthy-Perry,Milkfish,4,(448)442-3734x669,173.5
Thailand,Maryland,"Austin, Benitez and Mitchell",Whiteleg Shrimp,4,(676)261-0441x46128,172.0
Thailand,South Carolina,Rodgers-Wells,Carp,3,(379)265-1809x0459,67.5
Indonesia,Ohio,Austin PLC,Whiteleg Shrimp,4,599-448-2753x87464,79.5
Bangladesh,Texas,"Roberts, Perkins and Burns",Tuna,5,(215)555-2092x477,94.6
Indonesia,Kentucky,"Green, Ortiz and Chapman",Carp,4,962.571.4538x85954,95.1
Thailand,Ohio,"Stokes, Nguyen and Case",Black Tiger Shrimp,3,001-737-437-8259,185.9
Indonesia,South Dakota,Adkins PLC,Vannamei,5,702-806-4903x224,26.0
Thailand,Minnesota,"Giles, Robbins and Robinson",Blue Swimmer Crab,4,+1-660-653-1308,45.1
Indonesia,Utah,"Bailey, Fox and Kennedy",Banana Prawn,5,(613)663-6179,40.7
Bangladesh,Virginia,Webb-Wood,Whiteleg Shrimp,5,+1-201-903-4702x98021,101.3
Indonesia,Arizona,Morris and Sons,Freshwater Prawn,3,(920)259-0542,63.9
Indonesia,Mississippi,"Moreno, Lane and Ramos",Mud Crab,5,432.279.6547x293,20.5
India,Ohio,Smith-Hart,Snapper,4,(584)582-6750x30443,67.0
Thailand,Louisiana,Beck PLC,Grouper,5,791-679-9020x6989,80.3
Indonesia,Massachusetts,Lewis Inc,Vannamei,4,+1-836-785-3712x83056,62.6
Bangladesh,Rhode Island,Lyons LLC,Black Tiger Shrimp,3,(905)840-4658x5602,102.0
Vietnam,Wisconsin,"Williams, Smith and Jones",Blue Swimmer Crab,3,+1-202-776-6592,165.4
Vietnam,Pennsylvania,Williams Inc,Tiger Prawn,3,3472019016,41.7
Indonesia,South Dakota,"Forbes, Blankenship and Hart",Tiger Prawn,3,909.464.1215x75231,102.4
Thailand,Oklahoma,Holmes and Sons,Barramundi,4,001-719-541-5638x798,92.5
Indonesia,Iowa,"Collins, Costa and Martinez",Catfish,4,(469)428-9692x806,155.4
Vietnam,Rhode Island,Nelson-Gray,Rohu,3,365-234-4090,113.4
India,Louisiana,Bell-Rivera,Catfish,4,884-418-3087,24.0
Thailand,New Hampshire,Martin-Graves,Tuna,5,947.961.4534,3.1
India,Hawaii,"Mcclure, Vega and Blanchard",King Prawn,5,001-229-994-6533x47415,182.9
Vietnam,Nevada,"Anthony, Lyons and Mendez",Vannamei,4,846-765-6983x643,97.1
Thailand,Connecticut,Perez LLC,King Crab,3,331-549-8947x298,24.5
Vietnam,Montana,Cox-Porter,Banana Prawn,5,+1-511-752-3321,94.9
Bangladesh,New York,Massey PLC,Tilapia,3,+1-305-216-5525x774,149.5
Indonesia,Illinois,"Alvarez, Villarreal and Wolf",Snapper,3,001-990-317-4509x330,199.9
Bangladesh,Utah,Johnston Inc,Snapper,5,(248)311-8714x89976,98.0
Vietnam,Virginia,"Ashley, Torres and Meyer",Catfish,3,+1-828-212-7104x787,168.3
India,Hawaii,Garcia-Kelly,Pangasius,3,+1-772-396-2572x001,20.0
Indonesia,North Carolina,Gonzalez-Weiss,Cod,5,576.531.7520x8641,104.5
Indonesia,Nevada,Fitzpatrick Inc,Black Tiger Shrimp,4,001-991-464-6874,150.7
Indonesia,Illinois,Singleton-Mccoy,Banana Prawn,4,(331)517-4221,70.9
Indonesia,North Dakota,Smith LLC,Soft Shell Crab,5,607-498-9004x89578,192.2
Vietnam,Virginia,"Price, Garcia and Tran",Snow Crab,3,731-693-6059x396,139.8
Vietnam,North Carolina,"Hart, Marshall and Vega",Mud Crab,3,(935)869-0159x28012,116.4
Bangladesh,Mississippi,"Malone, Kent and Johnson",Barramundi,5,+1-938-663-7596x654,182.9
Indonesia,Montana,Bradford-Watson,Tuna,4,563.763.6855x4039,145.1
Thailand,Vermont,Anderson-Cabrera,Soft Shell Crab,4,(583)302-9003,139.8
Thailand,Tennessee,Cochran Inc,King Crab,3,936.912.8819,18.0
Indonesia,Connecticut,Vazquez-Carter,Catfish,5,001-418-759-1735,35.2
Thailand,Colorado,May-Brock,Trout,3,001-692-247-8434x47327,164.4
India,Washington,Luna Ltd,Tilapia,3,+1-251-973-5238x29145,27.5
Vietnam,Kansas,"Banks, Johnson and Sanchez",Rohu,4,+1-976-672-3478x256,104.8
Thailand,California,Contreras-Jacobs,Black Tiger Shrimp,3,(563)352-9825x636,11.6
Bangladesh,Michigan,"Robinson, Pruitt and Green",Dungeness Crab,5,001-995-933-2423x7099,51.1
Thailand,Colorado,"Bush, Jenkins and Huber",Banana Prawn,5,619-726-2238x931,100.9
India,Oklahoma,"Jones, Jones and Hammond",Grouper,5,726.360.2053x770,167.9
India,Nebraska,"Ramirez, Benson and Huber",King Crab,3,645-772-4516x91486,136.1
India,Pennsylvania,"Simpson, Miller and Roman",Seabass,3,696.885.4440,48.7
Bangladesh,Arizona,Lopez Inc,Trout,3,+1-266-793-1266,1.5
Thailand,Arkansas,"Thomas, Martinez and Morrison",Catfish,4,348-378-4782x45025,11.1
Thailand,Alabama,"Carney, Howard and Peterson",Milkfish,4,8275854610,65.4
Indonesia,South Dakota,"Rios, Donaldson and Curry",Banana Prawn,5,933.319.6579x01093,90.3
Bangladesh,Ohio,Davidson PLC,Freshwater Prawn,4,+1-525-806-3635x387,178.1
India,South Dakota,Perez-Brown,Carp,3,405-711-9757x75047,15.3
Bangladesh,Maryland,Edwards-Reid,Soft Shell Crab,4,+1-863-455-2847x466,59.9
Thailand,Texas,Gonzalez-Fisher,Catfish,5,+1-793-796-4960x11152,166.9
India,Alaska,"Williams, George and Holden",Snapper,3,215-841-2435x55768,58.9
Vietnam,South Dakota,Hayes-Washington,Snow Crab,5,+1-697-577-6198x13989,123.8
Indonesia,Alabama,"Harvey, Sanders and Rodriguez",Trout,3,768.777.5943x368,110.5
Thailand,Nevada,"Walsh, Avery and Ward",Tiger Prawn,3,783-239-3706,29.8
Bangladesh,Montana,Williams Ltd,Milkfish,3,001-967-303-6137x960,73.0
Indonesia,New Jersey,Salazar Group,Whiteleg Shrimp,3,001-984-441-6713x164,180.8
Vietnam,Tennessee,"Hill, Pineda and Crawford",Seabass,4,7324386209,158.8
Vietnam,Rhode Island,Green and Sons,Black Tiger Shrimp,4,001-938-915-6098,56.3
Vietnam,Arkansas,Jackson-Sanchez,Black Tiger Shrimp,3,(401)844-0990,63.3
Vietnam,Kentucky,Juarez Ltd,Tilapia,3,890.773.0000x3804,145.4
Indonesia,Nebraska,"Ferguson, Jenkins and Roach",Grouper,5,351.784.5636,65.4
Vietnam,Georgia,Brown-Clark,Barramundi,4,001-943-381-1128,158.0
Indonesia,Alabama,Ward-Thompson,Catfish,4,264.286.9215x891,123.6
Bangladesh,Nevada,Miller Inc,Seabass,4,(836)931-4363x340,172.4
Indonesia,Delaware,Webb-Rowe,Seabass,4,001-345-253-4893x399,101.7
India,Wyoming,"Carter, Warren and Duncan",Tuna,3,001-875-330-8033x24937,194.5
Bangladesh,Mississippi,Nash-Hernandez,Trout,4,816-572-6953,124.1
Bangladesh,Vermont,Maxwell-Myers,Snow Crab,3,(725)747-7509x3788,83.7
Thailand,Hawaii,"Ellis, Adams and Alexander",Blue Swimmer Crab,3,878.628.8952x2886,85.7
India,Nevada,"Mcmahon, Grant and Owen",Milkfish,4,(740)479-2319,105.2
Vietnam,Maine,Kirk PLC,Vannamei,4,001-724-638-5485x4011,85.2
Bangladesh,Maine,Mooney PLC,Rohu,5,(500)702-8925,69.0
Bangladesh,Alaska,Keller and Sons,Rohu,3,+1-333-384-0596x41104,56.7
Indonesia,Illinois,Nelson-Oconnell,Blue Swimmer Crab,3,439.724.2107,181.0
India,North Dakota,Mullins Inc,Mud Crab,3,(849)524-3589x20483,186.8
Indonesia,Alaska,"Jensen, Daniels and Blanchard",Dungeness Crab,5,+1-934-557-3889x81071,158.3
Vietnam,Louisiana,"Nunez, Massey and Barnett",Snapper,4,280-254-1473,80.8
Indonesia,Alaska,Thompson Ltd,Banana Prawn,5,+1-289-346-0642x626,115.3
Vietnam,Kansas,Lane-Kemp,Soft Shell Crab,4,266-799-0401x122,61.6
India,Montana,Jones-Wallace,Dungeness Crab,5,(773)365-3723,53.9
Thailand,Rhode Island,Miller-Dunn,Pangasius,4,449.378.7645x438,126.7
India,New Hampshire,"Elliott, Barron and Rasmussen",King Prawn,4,582.977.0820,108.2
Vietnam,Washington,Anderson-Perez,Black Tiger Shrimp,3,598-213-7974,112.3
India,Arkansas,"Robertson, Foster and Chavez",Barramundi,3,510-504-1882,164.6
India,Nebraska,Lee-Colon,Snapper,4,+1-484-402-4343x459,157.2
Bangladesh,West Virginia,"Hunt, Simmons and Nunez",Rohu,3,609-882-7213x421,192.9
Thailand,Utah,"Goodman, Villa and Martin",Tiger Prawn,3,465-999-8675x9569,176.4
Indonesia,Georgia,Miller PLC,Cod,4,001-345-588-3201x25640,60.4
India,Tennessee,Powell-Wong,Banana Prawn,3,4962864563,48.7
Vietnam,Delaware,Newton-Rivera,Carp,5,(623)483-4531x085,181.7
Bangladesh,Alabama,Johnson Ltd,Whiteleg Shrimp,5,001-865-612-1202x781,152.7
India,North Carolina,Rubio LLC,Seabass,5,8162329908,157.3
Thailand,Florida,Johnson-Bradford,Dungeness Crab,5,(494)460-6978,115.5
India,Alaska,Acosta and Sons,Freshwater Prawn,5,901.701.5836x3190,75.5
Vietnam,Wyoming,Yates-Hunt,Whiteleg Shrimp,3,001-956-562-4981x7925,117.9
Indonesia,Colorado,"Mullins, Holmes and Oconnell",Tiger Prawn,3,001-260-292-8654,83.9
India,Alabama,Richards-Burke,King Crab,5,(348)959-6273x0684,45.8
Vietnam,New York,Daniels Ltd,Tiger Prawn,4,001-685-499-4098x7062,98.0
Thailand,South Dakota,Terry Ltd,Blue Swimmer Crab,4,881-655-1236x596,69.0
India,Montana,"Bennett, Barry and Lee",Snow Crab,3,001-592-955-0589x34740,91.8
Indonesia,Maine,Beltran-Boone,Banana Prawn,4,+1-355-777-3696,36.9
Indonesia,Indiana,"Kennedy, Hopkins and Jimenez",Tilapia,3,910-539-3757,52.3
Bangladesh,Wisconsin,Nguyen-Stevens,Pangasius,3,001-530-993-9713x0152,148.1
Thailand,Kentucky,Williams-Duran,Carp,5,496.275.0054x9398,135.6
India,Ohio,Roberson LLC,Freshwater Prawn,4,4847851948,33.2
Thailand,Vermont,Gonzalez-Guzman,Tilapia,4,(359)759-0796x669,175.0
Bangladesh,Colorado,Long-Gibson,Seabass,5,221-896-0514x2393,142.8
Indonesia,Connecticut,Harris-Jensen,Pangasius,4,001-354-688-9593x880,78.1
Bangladesh,New Mexico,Dunn-Tapia,Tuna,3,001-324-591-9080,81.2
Indonesia,New Jersey,"Brown, Conley and Rocha",Banana Prawn,5,711-683-5155,133.4
Bangladesh,Michigan,Cortez Inc,Seabass,3,+1-652-297-3517x81995,61.8
India,Minnesota,"Pittman, Adams and Allen",Barramundi,3,6398750250,44.0
Vietnam,Delaware,Watson-Castillo,Tuna,3,820-334-0280,16.3
Thailand,Delaware,Walsh-Clark,Whiteleg Shrimp,5,+1-469-477-4288x381,173.6
Thailand,Pennsylvania,Hall Ltd,Black Tiger Shrimp,4,546-321-1838x63987,187.9
India,New York,Rogers-Jones,Catfish,5,492.338.9151x9573,4.3
Thailand,Michigan,Jones-Lopez,Banana Prawn,5,915.854.6295,164.4
India,Nevada,"Freeman, Cobb and Gray",Vannamei,4,(849)380-0310x53360,39.3
Vietnam,Hawaii,"Perry, Frank and Bell",Black Tiger Shrimp,4,586.684.2193x73028,136.7
Indonesia,Indiana,Landry-Williams,Black Tiger Shrimp,3,+1-586-946-0312x8537,73.1
Thailand,Vermont,Price-Ortega,Soft Shell Crab,5,728.925.4645,143.3
India,Mississippi,"Jacobs, Cooper and Parks",Milkfish,3,001-775-334-1888x41039,54.2
India,Montana,"Wilcox, Ochoa and King",Blue Swimmer Crab,3,980-785-6406x48077,199.4
Indonesia,Kentucky,Baker LLC,Blue Swimmer Crab,3,001-709-521-1147x708,105.3
Thailand,Kansas,"Ramirez, Welch and Tyler",Carp,4,999.365.1135x90416,134.8
Indonesia,Pennsylvania,Sutton-Thornton,Blue Swimmer Crab,5,(572)357-8958x36534,165.4
Bangladesh,Indiana,Le-Mcfarland,Seabass,5,+1-560-321-3071x68981,30.3
Thailand,Oregon,"Cole, Scott and Clark",Tiger Prawn,4,331-642-5284,138.3
Indonesia,Vermont,Ryan PLC,Trout,5,268.376.1559x736,95.3
Thailand,Tennessee,Ayers-Peterson,Grouper,4,666-719-1723,169.7
Indonesia,Wisconsin,Evans-Barrera,Snow Crab,5,271.654.1178x65095,173.3
India,Massachusetts,Russell Ltd,Trout,5,513-674-2217,113.7
Indonesia,Mississippi,"Snyder, Smith and Mendoza",Trout,4,001-831-556-3290x22954,106.6
Vietnam,Michigan,"Maxwell, Adams and Smith",Salmon,5,7753267177,6.3
Vietnam,Hawaii,Evans-Orr,Dungeness Crab,4,515.601.8450,177.6
Indonesia,Maine,"Hughes, Blackburn and Davis",Carp,5,+1-924-934-1058x67770,150.5
Vietnam,Florida,"Kirby, Clark and Watts",Catfish,5,(693)201-2119,69.1
Indonesia,Wisconsin,Rogers-Bauer,Catfish,5,001-726-426-2291x40858,72.7
Indonesia,Rhode Island,"Chandler, Jackson and Gibson",Tuna,3,(876)969-8998x9463,58.5
Thailand,Wyoming,"Miller, Cook and Hernandez",Banana Prawn,4,(290)846-1432x792,159.0
India,Washington,Yang-Taylor,Freshwater Prawn,4,608.319.9923,162.4
Vietnam,Texas,Luna LLC,Banana Prawn,5,6213621846,42.6
India,Oklahoma,"Simon, Curtis and Pena",Dungeness Crab,5,221.327.4988x0247,32.1
Vietnam,Pennsylvania,Carter-Becker,Blue Swimmer Crab,3,615.754.4377,188.3
Thailand,Mississippi,Miller-Rowe,Grouper,5,(951)772-2410x03048,198.5
Bangladesh,Ohio,David-Wright,Tilapia,5,001-534-834-4301,193.5
Vietnam,Mississippi,Kelly-Contreras,Tuna,3,265-280-2518,25.9
India,Pennsylvania,"Johnson, Alexander and Fleming",Catfish,3,(414)907-7767,108.0
Thailand,Washington,"Wilson, Wiley and Caldwell",Grouper,4,(346)959-7805x63085,176.7
Vietnam,Missouri,Douglas-Young,Carp,5,(930)535-0352x57091,162.7
Vietnam,Louisiana,Thompson-Green,Freshwater Prawn,5,263-587-8767x1903,181.0
Bangladesh,Oregon,"Velez, Robinson and Mckee",Soft Shell Crab,5,836-646-8721x038,97.0
Vietnam,Minnesota,Jones Group,Blue Swimmer Crab,5,4269447823,160.9
Bangladesh,Michigan,Ryan Group,Banana Prawn,5,8882670894,21.3
Thailand,Virginia,"Ross, Williams and Cooper",Catfish,4,001-767-877-6106x9128,143.1
Indonesia,Alaska,Johnson Inc,Seabass,3,+1-847-666-1003x89442,110.0
Vietnam,Utah,Singh Group,Milkfish,5,5682566700,134.7
Bangladesh,North Dakota,Diaz-Burke,Mud Crab,3,294.628.7671x1860,38.1
Indonesia,Michigan,Allen Ltd,Snapper,4,(849)976-0995x24246,69.2
Bangladesh,Idaho,"Cruz, Munoz and Reyes",Grouper,3,(609)825-3005x20666,139.3
Bangladesh,North Carolina,Mcneil Group,Tuna,4,387.228.7638,157.3
India,Louisiana,Andrews-Quinn,Black Tiger Shrimp,5,001-968-529-9188x0183,155.5
Vietnam,Oklahoma,"Knight, Holmes and Stone",Cod,4,(972)391-9737x00950,163.8
Vietnam,California,"Cantu, Kidd and Williams",Seabass,4,(503)303-3992,185.9
Bangladesh,Washington,Maldonado-Gray,Barramundi,3,(956)515-8391x3320,169.9
Bangladesh,New Hampshire,"Miller, Douglas and Peterson",Cod,4,+1-866-964-2139x29151,120.3
Thailand,Illinois,Hall and Sons,Trout,5,001-261-992-6121x9026,125.8
Indonesia,South Carolina,Davis PLC,Tuna,3,591.995.3140x2284,105.5
Indonesia,Alabama,Smith-Smith,King Crab,5,974.912.0404x61982,186.4
Vietnam,Indiana,"Garcia, Valenzuela and Nelson",Seabass,3,+1-383-437-6967,56.4
India,North Dakota,Stanley and Sons,Salmon,5,(852)376-4629,120.0
Thailand,South Dakota,Johnson Group,Whiteleg Shrimp,4,+1-958-813-8231x77179,146.0
Vietnam,North Carolina,Alvarado Group,Snapper,3,686.509.3780,32.9
Thailand,Louisiana,Buckley Group,Rohu,5,747.658.8665x38441,147.3
Vietnam,Minnesota,Johnson LLC,Milkfish,5,961-625-6320x301,60.3
India,Oregon,Rojas-Lowe,Barramundi,4,987.548.6075,139.1
Bangladesh,Georgia,Hamilton Ltd,Tuna,4,925.992.9150x2975,41.0
Indonesia,Oklahoma,Cisneros LLC,Tiger Prawn,5,001-264-318-5064x3488,198.6
Indonesia,California,Martin PLC,Banana Prawn,4,+1-649-310-3828x2626,183.9
Indonesia,Wyoming,Howell Group,Banana Prawn,4,+1-450-938-6751x74325,78.2
Thailand,Tennessee,Crawford-Rivera,Blue Swimmer Crab,3,+1-235-566-6056x464,196.4
India,New Jersey,Wright LLC,Mud Crab,5,(555)767-4691,170.0
Indonesia,West Virginia,Tucker Ltd,Milkfish,5,8086460690,108.2
Bangladesh,Nevada,Torres-Johnson,Black Tiger Shrimp,3,(918)639-6070,38.4
Indonesia,Colorado,Sanchez Ltd,Black Tiger Shrimp,3,+1-293-637-0584x109,139.1
Thailand,Delaware,Friedman-Frank,King Prawn,3,9614302170,190.0
Vietnam,Wisconsin,Kim-Farmer,Vannamei,3,414.247.1602x69123,121.1
Vietnam,Oklahoma,"Campbell, Reynolds and Perkins",Trout,5,001-681-590-3602x002,64.0
India,Minnesota,Nguyen PLC,Barramundi,3,(765)644-2064x89934,181.7
India,Virginia,"Harris, Tucker and Foster",Soft Shell Crab,4,(686)282-5837x0623,172.7
Bangladesh,California,"Miller, Allen and Richards",Snapper,3,583-853-2781x36882,123.7
Vietnam,Oregon,Olson Ltd,Freshwater Prawn,5,001-447-327-4648x373,34.6
Thailand,South Carolina,"Davies, Liu and Porter",Pangasius,3,+1-225-700-6548x2771,135.5
Bangladesh,Idaho,"Martinez, Herman and Jackson",King Prawn,5,448-419-9213x0014,42.5
Vietnam,Washington,"Cox, Santos and Walker",Freshwater Prawn,5,608.269.6636x41204,169.6
Thailand,Vermont,Harper PLC,Barramundi,4,001-650-272-1121x962,152.9
India,Iowa,Guzman Ltd,Milkfish,4,490-663-8162x67718,192.2
Thailand,Illinois,Morgan LLC,Pangasius,3,446-727-9288x248,78.9
Indonesia,Rhode Island,"Proctor, Mccoy and Martin",King Prawn,4,729.659.4873,44.8
Bangladesh,Iowa,Carr-Campbell,King Crab,4,+1-708-992-0082x56603,172.9
Indonesia,Oklahoma,Spencer and Sons,Banana Prawn,3,251.787.5088x03010,123.6
Bangladesh,Massachusetts,"Mclean, Hall and Jackson",Trout,4,308.229.6923,67.6
Vietnam,Washington,Walker-Sexton,Carp,3,+1-938-337-8883x985,99.3
India,Kansas,Wallace Group,Soft Shell Crab,4,722-558-2565x5137,19.9
Bangladesh,South Dakota,Alvarez-Huffman,Rohu,5,(200)569-7552,188.9
Bangladesh,Missouri,"Rich, Davenport and Lopez",Banana Prawn,5,257.891.1375,24.4
Bangladesh,Oklahoma,Peters Group,King Prawn,3,442-552-8016,152.8
Thailand,Connecticut,Clark Group,Trout,4,962-462-8888x5942,29.7
Bangladesh,Virginia,Hickman Ltd,Salmon,5,686.227.7534x566,182.2
India,Montana,Williams and Sons,Whiteleg Shrimp,5,438.249.7138,31.7
India,Oklahoma,"Hines, Ortiz and Weber",Barramundi,5,(483)504-1854x03512,37.8
Thailand,South Carolina,"Graham, Allen and Jones",Snow Crab,5,001-389-984-5673x516,159.8
India,Kansas,Jones-Fox,Seabass,4,604.441.6352x43836,179.6
Vietnam,Illinois,"Sparks, Terrell and Buchanan",Black Tiger Shrimp,4,500-947-7752,179.3
Bangladesh,Arkansas,Nguyen-Brown,Freshwater Prawn,3,(909)352-2378x7741,90.1
Indonesia,Delaware,"Rodriguez, Davis and Williams",Seabass,3,4673547367,11.8
Bangladesh,Virginia,"Smith, Blanchard and Durham",Seabass,3,(452)615-6750,40.8
Indonesia,California,Dean-Patterson,Tuna,5,779.683.4248,65.5
Thailand,Colorado,Monroe-Sims,Pangasius,5,001-513-326-7121x173,150.4
India,Tennessee,Gonzales-Keller,Whiteleg Shrimp,4,(205)711-1374x6969,144.8
Indonesia,Vermont,Scott Group,Banana Prawn,4,(348)327-3732x92106,164.4
India,Delaware,"Wilson, Mora and Bowman",Vannamei,3,(413)659-7643x404,88.4
Vietnam,Colorado,Harris LLC,Tiger Prawn,4,(750)672-8539,73.1
Vietnam,Arkansas,"Schmidt, Wilson and Scott",Soft Shell Crab,5,001-247-760-0271x908,162.6
India,Nevada,King LLC,Snapper,5,594.856.8475x557,17.6
Thailand,Delaware,Roberts PLC,Catfish,5,001-854-729-2292,147.5
Vietnam,Nebraska,Huber-Mitchell,Whiteleg Shrimp,5,001-312-397-1947x7422,105.8
Vietnam,Alabama,Mann Group,Tuna,4,751-579-1703x9321,6.4
Bangladesh,Vermont,Alvarez-Herman,Trout,5,337.593.7554x90105,47.1
India,Iowa,Martin-Kim,King Prawn,4,472-634-6297,27.9
Vietnam,Utah,Sutton Inc,Snow Crab,3,001-457-379-5737x6961,2.0
India,Oklahoma,Pearson-Anderson,Soft Shell Crab,5,706-551-4434,33.2
Indonesia,Indiana,Henry-Brady,Tuna,3,(397)311-9019x04619,108.2
Thailand,Louisiana,"Mayo, Johnson and Wheeler",Grouper,4,905-438-5488,141.5
India,Kansas,Bass PLC,Salmon,3,+1-382-778-6239x8928,73.2
Bangladesh,Vermont,Torres-Santana,Salmon,5,6242372938,117.8
Indonesia,North Carolina,Jackson-Schneider,Salmon,4,001-897-514-6607,101.3
Thailand,Indiana,Willis Inc,Barramundi,3,274.728.7188,3.1
Thailand,Arkansas,"Yang, Lewis and Ward",Blue Swimmer Crab,3,(803)285-3472x76276,150.8
Indonesia,Idaho,"Smith, Olson and Martinez",Tuna,5,+1-488-654-2090x21262,91.2
Bangladesh,Texas,Kaufman Ltd,Black Tiger Shrimp,4,824.596.6609,27.6
India,New York,"Reyes, Ward and Williams",Trout,5,765.335.2777,92.9
Bangladesh,Washington,"Boyer, Alvarez and Lopez",Dungeness Crab,4,(270)904-4661x3346,168.3
Vietnam,Utah,Patterson-Scott,Salmon,4,4664077539,112.1
Indonesia,Massachusetts,Smith Group,Salmon,3,(727)713-8447,2.1
India,Minnesota,"Mccarthy, Schmidt and Castaneda",Carp,4,234-504-5151,185.0
India,Colorado,Vargas-Gomez,Seabass,4,+1-297-602-1583x63706,66.8
Indonesia,Kentucky,"Lewis, Adkins and Morgan",King Prawn,4,001-236-399-0174,95.9
Bangladesh,Missouri,Williams-Quinn,Banana Prawn,4,457-358-9827,120.5
Thailand,West Virginia,Munoz Inc,Catfish,5,680.872.0681x5247,140.3
Indonesia,Mississippi,"Cox, Martin and Thomas",Rohu,4,239-245-4110,123.4
Vietnam,Maine,Sherman-Keller,Seabass,5,(995)275-9988x85655,39.8
Bangladesh,Nebraska,"Duncan, Fuller and Porter",Rohu,5,2093706588,14.2
Indonesia,South Carolina,Combs-Collins,Trout,3,001-699-896-2623x34330,192.4
