Species,Age_Days,Water_Temp,DO,Feed_Type,Protein,Feed_Quantity
Carp,82,25.9,6.9,Sinking,40,21.99
Tilapia,109,25.7,5.7,Sinking,35,2.52
Whiteleg Shrimp,64,28.6,7.3,Floating,43,43.23
Salmon,110,30.0,6.0,Pellet,34,29.79
Trout,82,24.6,8.0,Pellet,32,5.24
Tiger Prawn,24,27.6,7.5,Sinking,36,18.46
Blue Swimmer Crab,68,22.7,4.1,Sinking,33,18.61
Carp,117,24.8,6.0,Pellet,36,29.94
Black Tiger Shrimp,73,27.0,6.5,Pellet,40,32.39
Snapper,48,20.4,5.4,Sinking,34,31.76
Trout,107,24.5,5.7,Pellet,37,2.67
Snow Crab,111,23.1,4.5,Floating,39,37.96
King Crab,135,21.0,7.0,Pellet,43,41.88
Seabass,76,29.8,6.8,Sinking,29,35.15
Whiteleg Shrimp,84,26.8,5.0,Pellet,35,22.85
King Crab,121,30.6,4.2,Sinking,36,25.55
King Crab,58,23.1,6.6,Floating,31,42.02
Whiteleg Shrimp,45,24.6,4.1,Sinking,33,44.35
Banana Prawn,141,24.3,6.4,Sinking,36,20.31
Dungeness Crab,120,27.4,7.2,Sinking,32,36.35
King Crab,90,23.8,6.7,Sinking,37,16.88
Grouper,132,20.3,7.0,Floating,31,47.22
Grouper,17,21.5,4.0,Pellet,29,35.53
Rohu,142,21.4,6.1,Pellet,40,25.86
Trout,32,24.3,5.3,Sinking,29,9.97
Mud Crab,82,25.7,4.9,Floating,32,27.18
Blue Swimmer Crab,107,28.7,4.7,Sinking,40,37.69
King Prawn,113,28.4,6.1,Floating,30,15.75
Black Tiger Shrimp,127,23.5,7.2,Sinking,42,35.61
Salmon,63,21.4,7.9,Pellet,45,14.49
Cod,106,23.7,4.4,Pellet,28,9.53
Snow Crab,62,24.3,4.2,Sinking,37,27.89
Grouper,108,24.8,7.3,Sinking,32,13.37
King Prawn,75,28.5,4.2,Floating,32,41.19
Grouper,115,30.7,5.8,Pellet,37,42.37
Vannamei,146,20.1,5.2,Floating,34,49.81
Pangasius,22,27.0,7.4,Sinking,37,12.33
Barramundi,10,25.3,5.7,Floating,40,41.1
Dungeness Crab,16,20.8,6.1,Floating,35,47.84
Banana Prawn,39,25.3,7.1,Sinking,37,49.41
Rohu,10,22.3,4.8,Floating,35,34.47
Black Tiger Shrimp,19,31.4,6.5,Floating,36,36.4
Rohu,84,22.6,7.9,Sinking,45,29.81
Soft Shell Crab,25,29.8,7.7,Pellet,36,41.25
Barramundi,98,20.2,5.5,Floating,38,6.42
Grouper,17,25.9,4.5,Pellet,32,15.45
Catfish,45,27.3,7.3,Sinking,37,45.91
Whiteleg Shrimp,65,23.4,4.3,Pellet,35,16.59
Whiteleg Shrimp,100,22.6,6.4,Floating,40,30.62
Rohu,49,26.1,6.6,Pellet,33,40.97
Whiteleg Shrimp,139,29.1,7.6,Floating,34,3.59
Dungeness Crab,83,30.1,7.9,Pellet,38,40.28
Tiger Prawn,46,22.2,7.1,Sinking,31,18.46
Milkfish,28,29.3,6.5,Floating,34,7.01
Grouper,63,29.6,7.7,Pellet,33,11.06
Catfish,28,20.7,4.3,Sinking,44,24.04
Catfish,73,20.1,4.3,Pellet,34,37.25
Pangasius,22,28.3,7.9,Pellet,42,31.94
Soft Shell Crab,126,21.0,6.8,Pellet,40,29.65
King Prawn,147,31.9,5.7,Floating,38,20.71
Catfish,13,23.6,6.4,Floating,29,42.96
Grouper,87,28.5,6.1,Floating,43,34.26
Rohu,105,28.4,7.1,Floating,33,29.97
Soft Shell Crab,89,23.9,5.4,Pellet,38,5.99
Dungeness Crab,97,23.7,7.3,Pellet,31,37.48
Banana Prawn,103,24.6,5.8,Pellet,43,42.5
Freshwater Prawn,28,25.7,6.8,Floating,41,28.83
Tilapia,127,29.7,6.3,Sinking,39,16.37
Snow Crab,94,21.5,5.3,Sinking,36,5.85
Snow Crab,40,26.9,6.8,Sinking,28,35.5
Tiger Prawn,84,21.8,7.2,Floating,33,48.73
Cod,144,26.3,7.1,Floating,40,3.68
Tuna,98,27.4,5.1,Floating,36,29.58
Rohu,101,25.6,6.4,Floating,28,14.75
Carp,72,25.2,5.8,Pellet,43,21.32
Banana Prawn,43,21.0,4.0,Floating,41,26.31
King Crab,48,24.4,7.9,Floating,40,29.31
Snapper,13,22.8,4.0,Floating,40,26.93
Rohu,132,23.9,6.9,Pellet,43,21.64
Catfish,107,23.9,6.6,Sinking,41,42.96
Soft Shell Crab,100,29.2,6.3,Pellet,34,43.36
Tiger Prawn,55,30.9,4.3,Pellet,42,38.73
Tilapia,118,22.5,5.6,Sinking,44,2.83
Banana Prawn,11,26.0,7.3,Floating,35,44.75
Salmon,95,22.1,5.2,Sinking,40,9.61
Snapper,81,30.6,7.5,Floating,41,8.61
Carp,138,23.2,5.5,Floating,34,36.9
Cod,117,26.2,5.6,Sinking,35,11.16
Snow Crab,82,23.8,7.2,Pellet,36,23.37
Milkfish,91,26.4,4.6,Sinking,37,29.06
Vannamei,18,29.6,7.6,Sinking,44,48.55
Freshwater Prawn,100,26.9,4.7,Sinking,41,32.87
Salmon,75,30.7,5.4,Pellet,31,9.64
Soft Shell Crab,47,30.6,6.0,Pellet,30,19.68
Snapper,147,21.8,5.9,Floating,28,7.88
Rohu,28,31.3,6.6,Floating,35,7.79
Trout,53,29.6,7.8,Floating,31,12.71
Snapper,140,27.6,5.4,Sinking,41,42.72
Snapper,96,27.0,5.1,Pellet,45,22.68
Snow Crab,118,25.5,6.2,Sinking,36,44.41
Freshwater Prawn,127,31.9,7.6,Floating,28,18.79
Cod,67,22.0,6.5,Sinking,34,45.23
King Crab,39,22.6,7.4,Sinking,37,48.38
Vannamei,76,31.2,6.2,Floating,30,16.56
Tuna,149,25.5,6.1,Floating,29,42.12
Cod,57,20.4,5.0,Floating,44,1.24
Salmon,113,20.8,4.6,Floating,40,3.27
Cod,16,21.9,7.1,Sinking,37,22.25
Blue Swimmer Crab,25,26.2,5.4,Sinking,45,11.79
Carp,31,31.3,5.6,Sinking,45,5.12
Barramundi,79,26.4,5.0,Sinking,42,32.95
Tiger Prawn,12,25.0,5.3,Floating,29,32.83
Snow Crab,141,21.2,5.2,Sinking,40,41.55
Black Tiger Shrimp,12,31.7,7.7,Sinking,32,24.91
Dungeness Crab,145,20.5,4.2,Floating,38,22.48
Snapper,76,28.9,7.2,Pellet,44,38.73
Seabass,104,28.8,4.8,Pellet,29,48.47
Grouper,43,28.2,6.4,Pellet,37,25.26
Mud Crab,75,21.5,7.4,Pellet,43,49.96
Rohu,70,25.4,5.4,Pellet,39,36.57
Snow Crab,19,22.5,6.8,Sinking,37,28.83
Grouper,17,21.0,5.0,Pellet,42,22.39
Milkfish,131,30.8,6.2,Pellet,39,18.82
Rohu,92,22.3,7.3,Pellet,30,35.14
King Prawn,147,31.2,6.2,Sinking,29,2.21
Freshwater Prawn,83,27.2,7.6,Floating,28,12.62
Salmon,46,24.3,4.7,Pellet,39,41.83
Seabass,111,20.7,7.2,Sinking,29,15.97
Carp,46,31.7,6.9,Sinking,38,14.23
Snapper,35,26.6,6.5,Floating,42,39.14
Tilapia,35,27.7,5.1,Sinking,33,25.13
Barramundi,25,31.0,6.7,Pellet,30,11.31
Carp,28,24.1,7.5,Sinking,28,2.32
Banana Prawn,139,28.7,7.2,Floating,40,22.17
Mud Crab,116,30.2,6.8,Floating,37,9.98
Snow Crab,126,24.5,5.2,Floating,30,4.93
Catfish,110,29.3,5.0,Sinking,36,5.68
King Crab,141,27.6,6.4,Pellet,44,32.0
Snow Crab,78,25.3,6.3,Floating,29,33.69
Barramundi,145,20.4,5.2,Sinking,39,43.96
Grouper,141,29.3,7.4,Floating,36,11.99
Blue Swimmer Crab,11,24.9,5.3,Sinking,36,45.89
Dungeness Crab,45,31.1,4.6,Pellet,44,36.63
Snapper,111,21.4,6.9,Sinking,35,13.37
Barramundi,63,20.7,7.7,Pellet,29,46.09
Snow Crab,35,21.6,5.7,Floating,30,40.23
Vannamei,131,28.6,5.0,Sinking,29,19.97
Soft Shell Crab,64,31.7,4.7,Pellet,45,38.96
Black Tiger Shrimp,105,23.5,5.6,Sinking,30,24.7
Barramundi,99,25.0,5.9,Pellet,33,39.53
Black Tiger Shrimp,28,20.1,6.0,Floating,35,4.84
Tiger Prawn,71,21.1,6.7,Sinking,40,26.6
Tiger Prawn,137,27.6,7.2,Sinking,28,1.33
Mud Crab,149,30.3,7.2,Floating,30,33.23
Trout,41,27.3,4.7,Sinking,41,1.04
Pangasius,109,23.4,7.7,Pellet,43,43.66
Rohu,77,24.2,6.0,Pellet,43,23.78
Catfish,29,22.2,7.2,Floating,36,33.98
Snapper,150,21.8,6.0,Floating,28,45.98
King Crab,10,23.8,5.3,Pellet,28,24.23
Black Tiger Shrimp,104,20.7,4.7,Sinking,43,18.12
Milkfish,35,28.2,6.7,Pellet,28,5.64
Banana Prawn,85,30.8,6.6,Floating,41,31.22
Barramundi,76,22.6,6.5,Sinking,31,47.73
Blue Swimmer Crab,40,26.7,7.7,Floating,32,18.0
Barramundi,46,24.2,7.8,Pellet,39,45.34
Cod,108,27.2,6.0,Pellet,44,12.97
Milkfish,83,25.1,7.3,Sinking,41,42.6
Soft Shell Crab,12,24.2,4.8,Pellet,32,40.93
Tilapia,10,28.2,7.3,Pellet,34,41.22
King Prawn,21,27.0,7.5,Floating,43,21.65
Carp,86,30.2,6.2,Sinking,37,4.02
Rohu,140,25.8,5.4,Floating,38,43.51
Barramundi,25,23.1,6.1,Pellet,45,9.75
Cod,60,21.3,5.2,Sinking,39,2.19
Snow Crab,143,22.3,6.4,Floating,30,4.91
Black Tiger Shrimp,122,23.6,6.6,Sinking,35,31.43
Rohu,71,22.4,6.4,Sinking,41,31.92
Carp,90,31.7,6.1,Floating,32,13.36
Mud Crab,144,29.5,4.6,Floating,40,31.92
Whiteleg Shrimp,20,28.4,6.3,Floating,41,15.17
Vannamei,33,25.5,5.2,Pellet,33,8.38
Milkfish,82,31.0,7.6,Sinking,38,32.7
Trout,92,31.0,4.6,Sinking,40,2.53
Salmon,131,25.0,6.6,Floating,41,25.89
Cod,82,30.1,6.3,Sinking,29,38.31
Snapper,52,24.8,7.8,Sinking,44,4.05
King Prawn,87,21.6,6.6,Floating,34,46.38
Snow Crab,97,23.2,5.3,Sinking,40,20.98
Vannamei,98,26.5,6.5,Floating,36,42.05
Milkfish,61,26.6,4.4,Pellet,30,40.99
Cod,113,22.4,6.1,Sinking,38,43.93
Milkfish,127,26.9,7.7,Floating,30,31.78
Rohu,140,27.3,6.9,Sinking,42,1.29
Tilapia,145,26.9,5.6,Pellet,30,41.77
Tilapia,80,28.7,5.6,Floating,35,23.62
Carp,50,21.4,7.6,Pellet,38,2.04
Freshwater Prawn,10,31.3,7.9,Floating,32,24.06
King Prawn,90,24.8,7.7,Pellet,33,14.93
Mud Crab,138,29.8,6.2,Sinking,41,9.79
King Prawn,137,30.2,5.4,Pellet,34,44.63
Grouper,111,27.6,4.2,Pellet,31,31.49
Mud Crab,41,28.2,4.0,Pellet,37,17.25
Barramundi,45,26.3,4.3,Pellet,32,5.2
Grouper,130,30.7,7.2,Pellet,36,4.89
Rohu,37,29.3,4.2,Floating,32,23.68
King Prawn,55,21.0,6.8,Pellet,32,13.29
Salmon,106,25.7,4.4,Floating,28,45.03
Grouper,69,24.7,7.2,Sinking,33,48.37
Blue Swimmer Crab,119,21.6,5.4,Pellet,35,48.23
Snow Crab,114,31.0,7.2,Pellet,39,13.21
Banana Prawn,135,31.1,5.8,Floating,33,31.43
Mud Crab,42,25.6,5.8,Floating,31,5.0
Rohu,68,27.7,7.3,Pellet,41,45.11
Rohu,20,31.4,6.9,Sinking,44,28.49
Grouper,41,20.2,4.5,Sinking,42,47.64
Freshwater Prawn,38,26.6,6.1,Floating,38,16.75
Rohu,111,28.1,5.5,Floating,35,20.3
Snapper,42,24.1,7.9,Floating,43,26.91
Cod,120,30.4,6.4,Sinking,41,44.28
Tiger Prawn,118,26.5,5.1,Sinking,42,44.97
Tiger Prawn,64,22.2,5.7,Pellet,33,42.84
Snapper,133,23.8,6.0,Sinking,31,41.76
Catfish,92,26.5,7.3,Pellet,28,34.98
Milkfish,122,20.3,4.5,Sinking,32,48.54
Catfish,100,23.9,5.7,Sinking,42,2.85
Black Tiger Shrimp,149,31.7,7.8,Pellet,41,48.44
Blue Swimmer Crab,97,24.0,4.8,Sinking,44,31.6
Barramundi,146,31.6,5.2,Sinking,34,18.73
King Prawn,105,29.0,5.9,Sinking,41,6.51
Trout,95,23.2,5.3,Sinking,29,25.29
Rohu,65,28.6,5.8,Floating,42,16.93
Mud Crab,35,28.9,6.1,Sinking,38,45.03
Barramundi,51,28.7,7.8,Sinking,40,2.05
Carp,19,23.0,5.6,Floating,42,5.79
Catfish,35,26.3,7.1,Floating,36,25.96
Rohu,139,28.5,4.9,Sinking,39,25.2
Blue Swimmer Crab,52,31.3,6.5,Sinking,34,12.99
Tilapia,78,24.4,7.0,Floating,41,39.06
Milkfish,89,20.6,6.8,Sinking,39,24.49
Blue Swimmer Crab,48,22.5,4.8,Floating,34,46.33
Carp,33,21.6,7.8,Floating,41,17.92
King Crab,54,31.3,7.7,Pellet,30,14.5
Freshwater Prawn,11,24.2,7.7,Pellet,45,22.23
Whiteleg Shrimp,33,32.0,4.3,Floating,33,20.87
Milkfish,128,30.4,4.6,Pellet,44,27.71
Snapper,75,24.4,6.3,Pellet,44,12.41
King Crab,105,29.5,7.3,Floating,35,34.19
Freshwater Prawn,119,21.3,6.4,Floating,33,19.51
Tiger Prawn,108,28.3,7.9,Pellet,41,37.37
Seabass,84,30.1,4.6,Floating,42,28.44
Milkfish,88,29.3,4.3,Pellet,40,6.96
Soft Shell Crab,138,21.8,5.9,Pellet,31,11.63
Mud Crab,82,29.9,6.7,Sinking,34,48.47
Blue Swimmer Crab,95,22.1,4.5,Sinking,28,41.26
Carp,26,24.4,5.3,Pellet,28,2.64
Cod,77,22.7,5.2,Sinking,41,33.48
Freshwater Prawn,101,27.1,7.8,Sinking,43,24.76
Black Tiger Shrimp,78,26.0,6.4,Sinking,31,35.31
King Crab,17,31.8,4.7,Pellet,43,11.31
Blue Swimmer Crab,147,27.9,5.7,Floating,45,16.89
Freshwater Prawn,28,23.9,7.0,Pellet,29,27.54
Snow Crab,14,26.9,5.6,Floating,38,8.88
Soft Shell Crab,137,29.0,6.4,Pellet,38,22.71
Snapper,88,29.9,6.3,Sinking,42,5.77
Seabass,126,23.6,4.5,Pellet,40,18.38
Banana Prawn,27,26.3,5.2,Floating,38,28.48
Carp,62,26.0,7.4,Sinking,37,24.69
Dungeness Crab,33,23.6,5.2,Sinking,32,34.65
Mud Crab,142,26.0,4.2,Sinking,33,35.16
King Crab,140,30.4,5.7,Pellet,36,3.2
Whiteleg Shrimp,145,23.6,6.4,Sinking,40,44.97
Rohu,95,22.2,4.7,Pellet,35,33.23
Cod,81,24.4,7.7,Floating,37,26.56
Banana Prawn,36,21.9,6.3,Sinking,35,16.0
Grouper,66,27.6,5.0,Sinking,32,25.7
Snow Crab,115,27.6,7.9,Sinking,42,15.99
Snapper,140,29.4,5.8,Pellet,32,30.14
Grouper,145,22.9,7.8,Floating,35,43.37
Grouper,103,25.8,7.8,Floating,33,22.8
Rohu,85,28.8,7.4,Sinking,38,34.08
Grouper,60,28.9,6.8,Pellet,34,1.41
Dungeness Crab,76,29.8,4.9,Pellet,28,31.3
Freshwater Prawn,130,31.6,7.2,Sinking,37,44.74
Catfish,134,29.7,7.6,Floating,44,15.23
Snow Crab,46,22.9,4.1,Pellet,35,46.37
Soft Shell Crab,92,27.0,6.8,Sinking,38,12.75
Barramundi,35,21.9,6.6,Sinking,41,16.4
Barramundi,56,21.2,4.8,Floating,39,49.1
Pangasius,67,20.6,8.0,Floating,35,42.03
Black Tiger Shrimp,87,21.9,7.0,Sinking,35,6.04
Blue Swimmer Crab,85,25.8,5.6,Pellet,33,17.21
Soft Shell Crab,131,31.1,7.6,Sinking,30,9.89
Black Tiger Shrimp,56,28.7,7.5,Pellet,28,3.19
Pangasius,25,26.7,5.8,Sinking,31,18.63
Cod,126,25.6,8.0,Pellet,34,21.1
Milkfish,35,24.8,6.2,Pellet,39,12.2
Banana Prawn,145,24.5,7.9,Floating,40,34.72
Salmon,28,25.5,4.5,Pellet,43,6.87
Rohu,135,30.2,4.8,Sinking,38,5.9
Catfish,17,29.2,5.5,Pellet,39,36.64
Barramundi,129,29.4,6.2,Sinking,35,17.97
Black Tiger Shrimp,61,25.0,4.3,Pellet,29,1.14
Pangasius,61,24.9,4.1,Pellet,31,44.4
Catfish,144,24.2,7.1,Pellet,35,32.39
Tuna,136,24.7,4.2,Pellet,34,19.42
Blue Swimmer Crab,115,20.8,4.4,Pellet,28,25.62
Salmon,27,22.8,4.4,Pellet,32,38.2
Black Tiger Shrimp,80,24.3,5.9,Sinking,39,11.29
Whiteleg Shrimp,38,26.9,7.0,Pellet,35,5.57
Rohu,80,30.7,4.2,Floating,43,22.46
Barramundi,116,23.7,5.7,Sinking,37,13.23
Vannamei,25,22.4,4.9,Pellet,44,33.22
Cod,141,23.8,5.2,Floating,34,46.18
Grouper,137,26.7,4.1,Pellet,37,33.85
Soft Shell Crab,92,28.7,6.0,Sinking,34,16.53
Carp,137,29.4,4.1,Sinking,37,17.56
Milkfish,146,20.4,6.6,Floating,37,24.53
Mud Crab,41,25.7,5.6,Sinking,34,19.54
Snow Crab,38,20.0,7.7,Floating,33,48.06
Cod,139,27.4,5.4,Floating,35,46.47
Salmon,78,26.0,4.4,Floating,41,24.3
Whiteleg Shrimp,42,31.8,5.3,Sinking,37,11.77
Banana Prawn,36,32.0,4.0,Sinking,38,39.39
Freshwater Prawn,100,31.8,6.6,Pellet,31,7.68
Carp,69,29.0,6.7,Floating,33,5.76
Carp,37,29.5,5.0,Pellet,28,29.27
Mud Crab,116,26.6,5.7,Floating,32,48.1
Salmon,32,27.0,6.4,Sinking,32,3.32
Pangasius,86,25.0,5.7,Floating,38,37.79
Tiger Prawn,32,24.6,5.8,Sinking,37,39.5
Cod,98,27.1,7.1,Pellet,32,15.4
Snapper,140,23.0,6.7,Sinking,44,19.61
Snow Crab,149,30.2,5.0,Pellet,29,15.03
Tilapia,117,29.2,4.1,Floating,39,28.73
Catfish,112,23.6,7.8,Sinking,29,34.47
Dungeness Crab,57,27.7,5.2,Floating,32,8.38
Trout,91,29.9,5.8,Sinking,30,38.05
Soft Shell Crab,74,23.3,6.7,Sinking,42,3.83
Catfish,110,31.1,7.9,Sinking,35,31.68
Whiteleg Shrimp,146,24.1,7.5,Sinking,44,4.3
Barramundi,139,20.8,5.1,Pellet,36,34.51
Mud Crab,133,23.7,6.3,Sinking,45,5.48
Soft Shell Crab,13,24.2,7.5,Floating,30,23.75
Barramundi,23,23.8,4.8,Pellet,39,5.9
Snapper,149,25.1,6.1,Floating,37,9.97
Catfish,17,23.4,5.3,Floating,33,49.81
Snow Crab,31,23.0,6.8,Sinking,34,47.21
Carp,141,20.5,7.8,Sinking,44,49.56
Soft Shell Crab,64,24.5,6.4,Pellet,33,21.39
Cod,48,28.7,4.5,Pellet,33,41.47
Snow Crab,94,24.1,4.4,Pellet,34,9.51
Tilapia,60,23.1,5.5,Pellet,34,23.04
Soft Shell Crab,86,28.5,5.1,Sinking,42,10.09
Vannamei,16,21.4,6.5,Sinking,39,27.5
Rohu,120,20.7,6.0,Sinking,31,3.13
Tuna,84,30.7,4.4,Sinking,45,2.19
Snow Crab,110,26.7,7.3,Pellet,37,45.1
Snow Crab,13,24.7,4.4,Floating,45,35.03
King Crab,63,29.3,7.9,Sinking,33,26.37
Rohu,33,30.0,7.8,Sinking,45,7.46
Mud Crab,22,31.2,5.4,Sinking,28,4.27
Snow Crab,85,25.2,7.9,Pellet,31,21.8
Milkfish,77,20.6,6.6,Sinking,30,23.92
Soft Shell Crab,24,26.4,4.5,Pellet,39,36.44
Snow Crab,108,25.9,7.6,Pellet,32,24.39
Snow Crab,98,31.6,5.7,Sinking,35,47.43
Whiteleg Shrimp,92,31.9,4.3,Sinking,35,18.71
Salmon,150,21.5,4.0,Pellet,29,24.75
Tuna,90,23.0,4.7,Pellet,33,34.25
King Crab,140,20.9,6.3,Pellet,39,35.07
Dungeness Crab,130,24.0,5.3,Sinking,31,16.78
Seabass,85,26.3,5.9,Sinking,37,19.47
Dungeness Crab,130,22.3,7.6,Sinking,45,43.54
Tuna,124,31.3,6.6,Pellet,43,23.69
Mud Crab,43,23.5,6.3,Floating,45,17.86
Tiger Prawn,149,31.9,5.5,Sinking,28,8.59
Soft Shell Crab,22,29.5,4.1,Pellet,38,38.26
Tiger Prawn,108,31.1,5.6,Floating,37,6.87
Mud Crab,112,29.5,6.1,Floating,42,30.87
Mud Crab,115,27.1,6.3,Floating,44,4.53
Carp,141,30.5,4.7,Floating,30,49.72
King Prawn,59,26.9,7.8,Floating,38,31.61
Grouper,128,22.6,7.6,Sinking,37,9.71
Trout,75,30.6,5.4,Floating,35,29.23
Whiteleg Shrimp,66,24.0,5.8,Floating,34,24.37
Soft Shell Crab,61,30.9,5.4,Sinking,41,34.32
Mud Crab,30,25.9,6.8,Floating,29,20.58
Banana Prawn,136,21.5,5.4,Sinking,40,36.92
Barramundi,94,22.3,7.3,Sinking,30,11.54
Mud Crab,75,20.4,4.6,Sinking,33,38.87
Mud Crab,58,21.7,5.5,Floating,41,17.36
Salmon,72,23.3,4.5,Floating,44,43.03
Barramundi,56,26.1,5.9,Floating,43,15.95
Pangasius,111,28.3,7.2,Sinking,41,10.87
Grouper,12,23.5,5.7,Sinking,29,27.48
Black Tiger Shrimp,20,29.3,7.8,Pellet,36,25.28
Whiteleg Shrimp,94,31.7,7.9,Pellet,39,35.98
Snapper,65,31.4,5.1,Floating,41,44.16
Freshwater Prawn,35,21.3,5.6,Floating,30,42.54
Whiteleg Shrimp,31,31.9,7.7,Pellet,41,30.87
Seabass,28,22.9,5.5,Sinking,38,6.57
Catfish,114,30.0,4.1,Pellet,43,33.86
Black Tiger Shrimp,31,31.3,5.7,Sinking,28,45.52
Snow Crab,33,31.6,5.1,Floating,35,7.36
Seabass,38,23.8,6.8,Sinking,33,45.37
Rohu,125,23.1,7.1,Pellet,41,37.5
Tiger Prawn,98,26.4,7.9,Floating,39,13.57
Black Tiger Shrimp,41,31.5,4.2,Sinking,43,12.45
King Prawn,13,29.0,6.7,Floating,29,46.2
Mud Crab,56,22.8,7.5,Floating,29,31.97
Dungeness Crab,138,30.2,5.2,Sinking,37,24.41
Rohu,120,24.2,7.7,Pellet,41,19.74
Milkfish,139,30.7,4.6,Pellet,35,15.42
Salmon,148,27.5,4.4,Floating,41,9.66
Rohu,125,27.6,6.1,Sinking,32,8.83
Whiteleg Shrimp,31,30.8,7.1,Floating,45,17.03
Blue Swimmer Crab,17,22.4,5.8,Pellet,44,43.49
Vannamei,75,23.3,6.8,Pellet,28,27.72
Dungeness Crab,94,28.3,7.9,Sinking,44,7.73
Carp,32,29.9,5.4,Pellet,44,13.92
Cod,16,24.0,5.7,Sinking,29,29.8
Whiteleg Shrimp,124,30.5,6.0,Floating,42,48.9
Seabass,133,24.7,6.4,Pellet,42,7.21
Snapper,56,25.1,4.9,Floating,43,28.03
Catfish,126,26.1,6.6,Pellet,45,1.13
Snow Crab,99,22.9,6.7,Pellet,37,20.81
Mud Crab,139,26.2,5.6,Pellet,42,44.75
Tilapia,67,20.1,7.0,Pellet,31,12.3
Carp,53,28.5,6.3,Floating,40,8.99
Carp,142,27.3,4.8,Pellet,31,35.5
Seabass,107,23.6,7.6,Sinking,37,18.38
Cod,139,22.8,5.1,Pellet,41,19.51
Barramundi,45,20.6,7.9,Pellet,38,34.67
King Prawn,123,28.1,6.0,Floating,39,40.39
Blue Swimmer Crab,97,28.7,4.9,Floating,34,35.01
Rohu,133,30.7,5.8,Floating,38,2.33
Blue Swimmer Crab,24,30.5,5.2,Floating,38,23.06
Salmon,145,26.6,7.8,Pellet,44,41.23
Barramundi,112,22.5,5.2,Floating,28,40.71
Trout,138,21.5,5.3,Sinking,37,5.09
King Crab,61,24.7,7.2,Pellet,40,20.19
Whiteleg Shrimp,31,27.7,4.3,Floating,45,17.32
Snapper,114,29.7,4.0,Floating,33,16.1
Seabass,148,28.7,4.3,Floating,40,12.44
Mud Crab,60,20.2,4.9,Pellet,43,48.44
Tiger Prawn,12,22.1,4.8,Floating,45,10.57
Pangasius,26,30.5,6.8,Pellet,43,33.7
Soft Shell Crab,99,20.9,4.3,Sinking,39,19.48
Rohu,130,24.1,6.0,Sinking,29,37.58
King Crab,112,30.5,5.7,Pellet,39,44.8
Banana Prawn,94,25.9,5.9,Sinking,30,17.52
Rohu,22,30.2,7.1,Pellet,36,12.59
Grouper,117,27.9,4.8,Sinking,44,48.78
Tuna,12,21.0,4.6,Floating,43,13.61
Grouper,12,31.8,5.4,Floating,45,49.61
Seabass,47,28.7,4.6,Sinking,33,48.03
Tuna,100,24.0,4.5,Floating,30,45.36
Vannamei,12,28.2,5.0,Floating,43,8.19
Dungeness Crab,72,21.6,7.5,Floating,37,38.96
King Prawn,118,29.6,6.0,Floating,30,5.95
Barramundi,59,26.5,5.5,Sinking,28,21.96
King Prawn,17,31.4,6.0,Floating,30,33.99
Cod,61,28.7,7.5,Floating,28,31.24
Tiger Prawn,144,28.8,6.7,Pellet,44,39.2
Soft Shell Crab,116,29.2,7.9,Floating,38,38.0
Rohu,32,31.9,5.6,Sinking,36,6.99
Snow Crab,18,20.6,7.2,Sinking,30,39.69
Trout,150,27.1,6.0,Sinking,40,39.51
Tiger Prawn,37,25.1,7.0,Pellet,41,46.75
King Crab,48,29.4,5.6,Pellet,45,35.32
Catfish,19,28.5,4.5,Pellet,36,32.07
Tiger Prawn,110,25.6,7.1,Floating,44,39.67
Catfish,120,24.9,4.2,Floating,39,48.74
Catfish,80,29.7,7.4,Pellet,44,15.73
Dungeness Crab,23,20.6,6.1,Pellet,34,11.33
Tiger Prawn,109,23.6,5.8,Pellet,38,31.23
Whiteleg Shrimp,122,22.3,5.4,Sinking,30,1.83
King Crab,78,22.4,7.6,Pellet,32,21.17
Snapper,93,21.3,7.0,Pellet,37,22.71
King Prawn,102,28.1,7.4,Floating,40,17.33
Snapper,85,20.3,4.3,Sinking,38,45.85
Cod,37,25.3,7.8,Pellet,32,7.23
Snow Crab,109,26.7,7.5,Floating,35,40.99
Dungeness Crab,26,27.5,4.5,Sinking,34,47.62
King Crab,25,26.7,7.6,Pellet,42,23.06
Whiteleg Shrimp,17,21.0,7.1,Sinking,28,38.14
Black Tiger Shrimp,89,29.0,5.0,Sinking,35,8.16
Whiteleg Shrimp,82,23.2,5.9,Pellet,43,45.43
Tilapia,37,25.9,5.6,Floating,34,15.0
Mud Crab,28,26.7,7.9,Floating,29,43.79
Whiteleg Shrimp,107,21.8,5.4,Floating,32,36.0
Grouper,119,22.4,4.4,Sinking,34,44.7
Tuna,115,28.1,6.1,Floating,33,3.44
Catfish,78,24.4,7.7,Floating,42,20.87
Mud Crab,10,28.3,5.2,Floating,34,34.62
Banana Prawn,77,24.5,4.5,Sinking,35,47.74
Black Tiger Shrimp,19,20.8,5.2,Floating,45,47.65
Soft Shell Crab,76,29.9,6.0,Pellet,34,27.65
King Crab,24,26.2,4.3,Sinking,37,7.25
Cod,132,30.1,7.7,Pellet,44,11.97
Salmon,32,23.1,5.9,Sinking,30,47.26
Black Tiger Shrimp,140,25.7,5.6,Sinking,29,10.9
Blue Swimmer Crab,29,26.3,4.4,Pellet,33,31.82
Salmon,144,31.3,6.3,Pellet,45,2.23
Pangasius,79,23.2,5.3,Floating,42,26.26
Tilapia,139,25.4,5.3,Sinking,35,27.11
