Target_Country,Species,Required_Quantity,Quality_Grade,Price_Offered
India,Freshwater Prawn,47,C,193284.5
Japan,Tuna,26,A,364881.67
India,Tuna,19,B,61320.12
Japan,Cod,12,C,233163.22
China,Freshwater Prawn,2,A,372156.41
EU,Rohu,13,A,167925.54
China,Cod,44,B,53045.23
India,Banana Prawn,37,B,201252.27
USA,Catfish,3,A,210853.66
India,Tiger Prawn,14,C,214933.93
USA,Grouper,21,B,402972.81
EU,Tuna,44,C,138154.8
China,King Prawn,2,C,329519.91
China,King Prawn,44,C,105299.41
EU,Snapper,12,B,76557.46
USA,Snow Crab,21,B,200653.92
China,Barramundi,8,A,157081.8
China,King Prawn,25,B,232157.84
India,Tiger Prawn,41,B,198376.98
Japan,Rohu,30,C,263282.3
USA,Barramundi,33,C,454357.16
China,Grouper,44,C,399187.18
China,King Crab,9,A,195911.6
EU,Seabass,25,A,278359.57
USA,King Prawn,41,B,11670.82
USA,Milkfish,15,B,146580.2
Japan,Whiteleg Shrimp,29,B,45632.79
India,Trout,37,B,387880.53
EU,Tilapia,5,C,485010.2
China,Tuna,19,C,104154.39
EU,Mud Crab,7,B,323178.17
EU,Mud Crab,17,B,494989.76
China,Grouper,24,B,457877.78
Japan,Grouper,30,A,165524.42
USA,Salmon,12,C,443729.49
China,Catfish,33,A,306664.67
EU,Tiger Prawn,27,B,279975.81
Japan,King Crab,8,A,425219.0
EU,Barramundi,49,C,244983.22
USA,Catfish,14,C,255652.92
India,Trout,4,A,158009.39
India,Tilapia,32,A,162243.37
USA,Rohu,7,B,205676.5
China,Snapper,44,A,110352.24
Japan,Rohu,21,B,168626.41
India,Tiger Prawn,12,A,112995.46
China,Freshwater Prawn,33,C,171589.32
USA,Pangasius,38,A,28957.45
EU,King Crab,23,B,207739.47
India,King Prawn,9,B,253284.95
EU,Rohu,37,C,478540.33
EU,Snapper,23,A,232115.34
India,Vannamei,23,C,379986.01
Japan,Barramundi,6,B,225056.31
India,Vannamei,38,B,345843.0
Japan,Vannamei,6,A,20092.1
USA,Whiteleg Shrimp,37,A,67633.76
Japan,Cod,48,B,486457.87
China,Tilapia,13,B,485423.26
USA,Cod,30,A,122109.48
USA,Vannamei,10,C,134360.59
India,Milkfish,20,B,349466.48
India,Trout,6,C,488380.14
USA,Catfish,33,B,45107.91
EU,Tilapia,49,B,204717.71
Japan,Barramundi,9,A,455860.64
India,Snapper,6,B,136631.25
China,Carp,14,A,374594.69
EU,Milkfish,22,C,354641.3
USA,Grouper,21,C,449397.86
USA,Rohu,17,A,45829.89
USA,Banana Prawn,10,B,270998.45
China,Blue Swimmer Crab,23,C,474819.26
China,King Prawn,31,B,305843.41
EU,King Prawn,42,C,491241.35
USA,Salmon,47,B,333641.46
Japan,Carp,33,B,413983.23
EU,Salmon,45,A,478391.31
USA,Freshwater Prawn,5,B,53365.79
India,Grouper,5,A,100165.05
EU,Vannamei,15,A,162671.35
EU,Mud Crab,10,B,116048.1
EU,Tuna,10,A,121534.24
USA,Vannamei,13,B,453843.22
China,Salmon,15,C,83785.03
China,Rohu,32,A,292256.11
Japan,Cod,6,C,169252.33
EU,Snow Crab,2,C,258795.85
China,Barramundi,2,C,468148.14
Japan,Vannamei,45,C,65313.27
Japan,King Crab,1,B,231053.89
Japan,Blue Swimmer Crab,42,A,361926.66
India,Snow Crab,24,C,214236.9
USA,Vannamei,13,B,459753.12
China,Pangasius,34,C,318882.75
Japan,Grouper,41,C,336631.68
China,Whiteleg Shrimp,25,C,160219.96
Japan,Rohu,28,B,320914.69
China,Catfish,26,A,313541.49
Japan,King Prawn,33,B,157455.61
China,Mud Crab,11,A,218335.39
India,Black Tiger Shrimp,6,A,468461.59
EU,Freshwater Prawn,27,C,423166.94
USA,Grouper,23,A,325059.11
EU,Whiteleg Shrimp,47,B,362741.73
India,Black Tiger Shrimp,30,A,454459.35
EU,Carp,16,C,441214.55
EU,Whiteleg Shrimp,35,B,270397.86
China,Catfish,21,B,194191.36
USA,Vannamei,34,A,360584.63
China,Salmon,11,A,338968.46
India,Blue Swimmer Crab,8,A,487895.86
India,Cod,22,A,128029.47
Japan,Mud Crab,33,C,496929.17
India,Whiteleg Shrimp,25,A,146503.27
India,Catfish,6,A,278391.69
China,Tuna,29,B,187787.62
EU,Carp,10,A,446344.63
USA,Seabass,34,A,400825.64
EU,Snapper,48,C,467098.44
EU,Rohu,31,C,88888.27
China,Seabass,21,B,425915.3
Japan,Black Tiger Shrimp,17,C,319229.24
China,Banana Prawn,43,C,351194.8
EU,Salmon,33,C,158402.47
EU,King Crab,36,A,143025.1
China,Rohu,24,B,443366.86
Japan,Pangasius,23,B,131719.69
EU,Banana Prawn,42,B,85572.28
Japan,Tilapia,9,C,80764.59
EU,Whiteleg Shrimp,41,A,341031.21
India,Seabass,10,C,242803.76
EU,Mud Crab,30,A,306884.94
India,Snow Crab,9,A,487517.0
India,Whiteleg Shrimp,26,B,88022.79
India,Banana Prawn,12,C,344745.05
Japan,Cod,46,C,435125.89
India,Seabass,2,A,196005.26
India,Snapper,18,A,356206.28
China,Soft Shell Crab,48,C,101645.41
India,Grouper,14,A,264773.22
EU,Tuna,26,B,163723.86
Japan,Banana Prawn,49,A,62845.58
Japan,Vannamei,6,A,155803.59
Japan,Snow Crab,21,A,203485.56
Japan,Catfish,1,A,324705.37
USA,Whiteleg Shrimp,50,B,399976.74
Japan,Milkfish,8,B,156150.18
EU,Carp,36,C,118357.19
Japan,Tilapia,7,B,120722.86
EU,Barramundi,31,B,78357.41
India,Snapper,42,A,400432.03
China,Snapper,15,A,271395.73
Japan,Tiger Prawn,16,A,465661.83
EU,Snow Crab,26,A,253904.58
EU,Cod,15,A,250493.11
India,Catfish,29,B,330299.22
USA,Tuna,23,B,372922.87
EU,Tilapia,22,A,284996.39
EU,Mud Crab,20,B,111677.62
EU,King Prawn,45,A,199013.24
China,Salmon,27,B,252920.32
India,Freshwater Prawn,15,A,235259.53
USA,Soft Shell Crab,46,C,244762.7
China,Whiteleg Shrimp,8,C,282247.58
EU,Freshwater Prawn,10,C,56049.69
Japan,Catfish,3,B,272933.95
China,Trout,29,A,161044.99
Japan,Soft Shell Crab,19,B,64322.25
China,Freshwater Prawn,14,C,431993.85
Japan,Pangasius,35,B,300391.61
USA,Salmon,23,B,15611.57
Japan,Freshwater Prawn,25,A,282897.16
China,Tuna,33,C,467259.79
India,Tuna,32,B,344645.15
USA,Snow Crab,7,B,339730.48
EU,King Prawn,19,A,167024.59
Japan,Carp,4,C,22786.11
Japan,Soft Shell Crab,14,C,371907.81
Japan,Mud Crab,7,A,61625.5
China,Soft Shell Crab,19,C,137311.49
Japan,Freshwater Prawn,5,C,120381.19
India,Cod,41,A,353247.08
China,Snapper,27,A,351852.56
India,Seabass,34,C,300010.21
India,Tilapia,29,C,253126.54
USA,Vannamei,35,B,156953.38
EU,Snapper,8,A,124667.61
EU,Whiteleg Shrimp,22,A,470690.49
USA,Black Tiger Shrimp,27,B,106163.36
Japan,Barramundi,30,B,173827.96
USA,Catfish,30,B,244560.36
USA,Cod,9,B,119100.75
India,Tilapia,45,A,39061.45
USA,Barramundi,10,A,167348.62
China,Vannamei,45,C,149520.78
India,Black Tiger Shrimp,13,A,99096.09
Japan,Soft Shell Crab,24,C,445481.33
Japan,Freshwater Prawn,36,A,290480.24
China,Catfish,43,B,233396.15
China,Vannamei,2,B,475778.93
India,Grouper,28,C,147782.07
China,King Prawn,39,B,249076.06
EU,Grouper,5,B,157670.87
USA,Mud Crab,3,A,450448.58
USA,Banana Prawn,13,C,140780.82
USA,Catfish,32,C,494094.52
EU,Pangasius,49,A,162450.78
India,Grouper,33,A,58351.83
USA,Freshwater Prawn,34,B,487903.73
Japan,Barramundi,33,B,260499.8
EU,Salmon,5,A,252207.34
China,Trout,28,C,359523.08
Japan,Snapper,22,B,29131.08
India,Blue Swimmer Crab,29,A,62567.61
China,Blue Swimmer Crab,3,A,274437.55
EU,Cod,40,A,325097.39
USA,Soft Shell Crab,36,C,312695.78
USA,King Prawn,36,A,357703.06
Japan,Snow Crab,9,A,295038.89
China,Soft Shell Crab,30,A,493257.48
EU,Tiger Prawn,40,A,67389.54
India,Vannamei,15,C,313158.13
USA,Vannamei,31,B,397088.39
Japan,King Crab,23,C,153236.5
China,Trout,9,A,74812.35
Japan,Black Tiger Shrimp,45,C,10763.04
Japan,Rohu,10,C,331096.21
USA,Grouper,9,A,353429.3
China,Salmon,49,C,293948.81
China,Tuna,46,A,290633.79
EU,Cod,26,B,349842.72
India,Black Tiger Shrimp,40,A,290700.52
China,Salmon,13,B,327668.43
India,Blue Swimmer Crab,31,A,213585.13
Japan,King Prawn,13,C,107828.75
USA,Milkfish,49,B,376265.47
India,King Prawn,35,C,188371.34
India,Tilapia,31,A,333796.51
India,Freshwater Prawn,37,A,306752.98
USA,King Crab,39,C,397295.62
India,Seabass,16,C,228051.58
USA,Rohu,2,B,487699.97
EU,Vannamei,2,C,361292.36
USA,Catfish,12,A,63021.58
China,Dungeness Crab,46,B,266352.18
India,Salmon,8,A,302153.6
EU,Mud Crab,38,C,293128.96
India,Catfish,9,B,320939.43
USA,Mud Crab,15,A,112861.64
India,Vannamei,33,A,40135.21
Japan,Soft Shell Crab,30,B,253071.97
EU,Seabass,30,A,132190.88
Japan,Tuna,24,C,274100.89
USA,Seabass,8,A,83462.75
Japan,Catfish,26,B,291880.26
Japan,Cod,45,C,445222.47
USA,King Crab,39,B,99168.77
China,Black Tiger Shrimp,14,C,303931.1
EU,Snow Crab,12,A,63280.1
EU,Catfish,3,A,31947.37
India,Snow Crab,45,C,73313.98
EU,Milkfish,31,C,326506.31
China,Snow Crab,36,A,394748.21
USA,Vannamei,17,C,19974.76
China,Seabass,25,A,417561.64
USA,Carp,7,A,113544.77
Japan,Rohu,16,B,66246.06
EU,Rohu,13,B,71835.07
USA,King Crab,2,A,334279.12
India,Tiger Prawn,37,C,87314.54
China,Tuna,20,C,433861.88
USA,Seabass,35,B,247218.78
China,Grouper,2,A,98495.36
Japan,Salmon,50,B,371138.19
Japan,Seabass,16,B,406200.68
EU,Snapper,49,C,228070.93
USA,Grouper,35,A,170492.67
EU,Banana Prawn,29,C,51750.79
China,King Crab,49,C,101451.33
India,Mud Crab,1,B,147049.63
China,Tuna,2,A,118430.92
India,Dungeness Crab,2,C,190861.27
China,Banana Prawn,25,C,374366.28
India,Milkfish,32,C,245797.87
EU,Freshwater Prawn,8,B,192174.62
India,Dungeness Crab,46,C,122248.71
China,Salmon,25,B,77746.47
China,Soft Shell Crab,48,C,268305.57
India,Tuna,17,C,108675.23
China,Salmon,34,C,327504.67
EU,Tilapia,7,B,239995.14
EU,Snapper,19,B,161567.47
USA,Carp,34,A,484809.12
China,Pangasius,16,B,183331.41
China,Carp,31,C,396325.09
USA,Salmon,39,A,107515.12
EU,Whiteleg Shrimp,33,C,322089.57
USA,King Crab,24,C,240621.76
EU,Tilapia,1,C,241888.01
USA,Tilapia,7,B,238939.63
China,Snapper,26,A,154645.68
USA,Trout,41,B,430687.1
India,Freshwater Prawn,4,B,37873.56
India,Carp,18,A,166321.87
EU,Tilapia,10,C,64713.27
China,Barramundi,10,B,309885.51
India,Blue Swimmer Crab,5,A,104696.1
India,Grouper,15,B,411227.97
USA,Whiteleg Shrimp,16,C,70426.0
India,Whiteleg Shrimp,49,B,101287.04
EU,King Prawn,21,C,359554.92
Japan,Soft Shell Crab,7,C,435985.89
India,Snow Crab,36,B,155878.12
EU,Barramundi,40,A,173285.22
India,Tiger Prawn,42,A,455470.39
India,Blue Swimmer Crab,18,B,86800.56
EU,Trout,32,C,330122.14
Japan,Seabass,12,A,318553.19
Japan,Freshwater Prawn,21,B,37259.43
Japan,Tiger Prawn,38,B,63779.57
China,Snapper,24,B,196927.88
China,Soft Shell Crab,33,C,326137.5
Japan,Snow Crab,44,A,146241.67
Japan,Snow Crab,16,B,206310.02
China,Seabass,1,C,229564.84
India,Seabass,35,A,431304.16
India,Tiger Prawn,19,B,240773.19
USA,Tiger Prawn,7,C,154226.96
Japan,King Prawn,17,B,237745.53
EU,Pangasius,16,A,99793.51
EU,Snapper,13,A,465462.44
India,Snow Crab,1,A,223101.72
EU,Tilapia,26,B,317115.57
Japan,Milkfish,40,C,439728.8
EU,Blue Swimmer Crab,17,A,189070.01
EU,Freshwater Prawn,20,C,32600.84
China,Whiteleg Shrimp,40,A,184283.98
China,Tuna,24,A,316448.53
USA,Vannamei,31,B,379944.88
Japan,Soft Shell Crab,9,B,294689.61
Japan,Tuna,13,A,120577.19
China,Snapper,15,B,80852.95
EU,Rohu,3,C,90495.47
Japan,King Crab,2,C,328259.33
Japan,Freshwater Prawn,29,B,144521.15
USA,Carp,40,C,191330.76
USA,Trout,18,A,445154.22
China,Blue Swimmer Crab,8,A,138964.59
USA,Rohu,44,C,26246.75
Japan,Trout,14,A,132295.3
EU,Rohu,33,C,362051.57
India,Milkfish,35,B,328409.11
India,Blue Swimmer Crab,24,B,94897.44
EU,Vannamei,42,A,188433.35
EU,Whiteleg Shrimp,33,C,131017.33
EU,Grouper,44,C,73119.65
EU,Whiteleg Shrimp,37,A,114218.02
China,Rohu,45,A,444121.21
EU,Milkfish,49,B,156223.4
EU,Vannamei,11,C,10495.13
China,Grouper,29,B,217768.63
EU,Freshwater Prawn,41,B,222724.94
China,Tilapia,34,A,149868.88
Japan,Snow Crab,13,A,86450.32
EU,Dungeness Crab,31,C,482637.79
Japan,Salmon,26,A,20650.94
Japan,Snapper,3,A,337922.97
USA,Vannamei,29,B,22155.49
USA,Snapper,42,A,490247.86
USA,Whiteleg Shrimp,5,A,476847.95
EU,King Prawn,10,A,28413.19
China,Black Tiger Shrimp,42,A,32329.76
India,Black Tiger Shrimp,26,A,77643.99
Japan,Carp,23,C,441135.34
Japan,Freshwater Prawn,8,B,296494.6
USA,Barramundi,10,B,380121.16
India,Mud Crab,12,C,165201.11
USA,Tilapia,42,A,194566.82
USA,Tiger Prawn,41,B,47023.99
India,Salmon,47,C,347355.31
India,Catfish,18,B,185343.57
Japan,Rohu,47,B,182242.49
India,Mud Crab,28,B,16327.39
Japan,King Crab,5,C,246800.42
Japan,Pangasius,47,C,182135.67
EU,Tiger Prawn,25,C,410321.38
EU,King Prawn,5,B,193317.59
EU,Snapper,6,B,228614.98
India,King Prawn,27,C,146429.99
Japan,Banana Prawn,26,A,396055.8
USA,Salmon,5,A,330027.31
EU,Barramundi,48,C,452049.32
Japan,Mud Crab,44,B,97015.5
China,Snow Crab,47,B,235667.01
China,Vannamei,39,A,329206.39
Japan,Cod,23,C,42029.39
USA,Black Tiger Shrimp,2,C,51294.76
Japan,Freshwater Prawn,16,C,205227.31
USA,Milkfish,50,B,376457.55
EU,Barramundi,27,A,452918.38
Japan,Cod,28,C,197405.98
China,Tiger Prawn,15,B,20429.37
India,Snow Crab,32,A,467742.07
China,Trout,50,A,217035.22
USA,Tuna,39,A,266686.09
China,Rohu,40,B,292441.05
China,Whiteleg Shrimp,33,C,214225.39
China,Banana Prawn,47,A,429511.87
EU,Salmon,45,C,230481.71
India,Cod,29,A,55248.1
Japan,Dungeness Crab,9,C,199786.9
USA,Freshwater Prawn,39,B,295342.57
China,Milkfish,3,B,498968.83
USA,Salmon,41,C,430285.86
India,Black Tiger Shrimp,7,C,366528.3
India,Milkfish,15,C,152164.41
China,Whiteleg Shrimp,9,C,133768.16
EU,Tilapia,48,C,371082.88
Japan,Salmon,32,C,46573.68
China,Tuna,1,C,162494.97
Japan,Salmon,45,A,48908.67
India,Dungeness Crab,13,B,421359.96
India,Rohu,15,C,412709.26
USA,Vannamei,6,A,99348.8
Japan,Cod,45,B,170142.94
EU,Freshwater Prawn,43,A,103666.52
Japan,Seabass,3,B,239255.51
Japan,Snow Crab,47,C,376204.54
EU,Barramundi,27,B,445875.28
China,Tiger Prawn,49,C,251570.64
China,Tiger Prawn,4,C,392011.72
India,Tiger Prawn,43,B,181080.81
USA,Carp,20,C,91168.4
China,Seabass,35,B,297933.59
China,King Crab,48,A,146651.81
EU,Catfish,48,A,267724.81
India,Black Tiger Shrimp,26,A,295690.47
EU,Milkfish,7,A,318450.81
Japan,Black Tiger Shrimp,21,C,128859.6
USA,Salmon,29,B,483070.37
EU,Vannamei,6,C,215804.8
Japan,Barramundi,24,C,274357.39
China,Whiteleg Shrimp,6,A,138446.55
USA,Pangasius,23,C,391678.31
India,Tiger Prawn,11,C,288823.75
EU,Catfish,38,B,27278.56
China,Catfish,35,A,81307.04
China,Soft Shell Crab,50,A,131919.9
EU,Mud Crab,49,C,447388.03
EU,Carp,37,B,97478.97
Japan,Dungeness Crab,2,C,368314.74
USA,Freshwater Prawn,30,A,374183.17
USA,Black Tiger Shrimp,25,B,484260.18
India,Pangasius,45,B,90339.19
China,Trout,26,B,48853.68
China,Snapper,33,A,322922.67
India,Milkfish,46,B,232969.33
Japan,Grouper,6,C,439131.49
Japan,Seabass,7,C,464635.47
India,Catfish,15,C,432472.25
USA,Dungeness Crab,8,B,177559.79
EU,Salmon,32,C,119647.81
Japan,Salmon,15,C,21258.92
India,Rohu,31,B,360588.2
EU,Tiger Prawn,16,C,77988.09
India,Snow Crab,50,B,68727.29
EU,Grouper,30,A,425272.92
EU,Grouper,16,B,51150.71
Japan,Blue Swimmer Crab,13,B,282214.07
India,Tiger Prawn,30,C,140450.96
Japan,Grouper,24,C,319759.16
EU,Cod,29,B,330935.86
EU,Milkfish,41,B,468321.25
India,Cod,37,C,358189.51
EU,Soft Shell Crab,3,B,114519.74
EU,Dungeness Crab,21,B,119878.99
Japan,Banana Prawn,24,A,128298.93
China,Mud Crab,48,C,458779.36
EU,Blue Swimmer Crab,19,C,211719.28
EU,Vannamei,24,B,450871.03
EU,Cod,19,C,406642.71
USA,Soft Shell Crab,4,B,29291.36
EU,Tiger Prawn,34,B,253795.63
China,Trout,8,A,458994.25
Japan,Barramundi,18,A,28678.46
India,Freshwater Prawn,17,B,300527.31
China,Pangasius,42,A,123352.37
China,Rohu,23,A,19848.45
India,Snapper,27,C,379807.97
USA,Dungeness Crab,33,A,260041.66
China,Pangasius,31,C,109084.66
USA,Catfish,35,B,417861.61
USA,Grouper,26,B,47274.08
China,Barramundi,13,B,101855.96
USA,Soft Shell Crab,40,A,90670.1
India,Soft Shell Crab,7,C,83086.16
India,Seabass,4,C,61272.49
USA,Catfish,34,C,232951.98
USA,Soft Shell Crab,47,A,233553.19
USA,Tuna,14,B,70778.33
USA,Black Tiger Shrimp,36,B,498141.58
USA,Dungeness Crab,35,B,178088.82
China,King Crab,1,B,379762.15
USA,King Crab,40,C,451036.44
China,Snapper,19,B,492817.64
China,Mud Crab,43,B,304314.71
EU,Soft Shell Crab,18,A,408636.91
USA,Barramundi,45,C,277260.97
India,Cod,2,C,497805.68
China,Barramundi,23,B,498268.62
USA,Whiteleg Shrimp,5,B,57426.97
EU,Grouper,41,B,301239.99
EU,Whiteleg Shrimp,15,C,433879.51
USA,Pangasius,49,C,387160.42
China,Pangasius,35,C,110353.22
EU,Banana Prawn,16,C,233853.63
USA,Mud Crab,45,A,130853.89
Japan,Rohu,35,C,395977.74
USA,Snow Crab,31,A,294968.66
China,Milkfish,28,C,384923.92
China,Trout,42,B,136210.81
India,Pangasius,13,A,199065.49
India,Black Tiger Shrimp,47,A,238683.42
China,Banana Prawn,24,C,259374.68
China,Grouper,19,A,106472.48
China,Black Tiger Shrimp,17,B,255662.43
EU,Cod,10,A,483219.44
China,Salmon,10,A,49558.01
USA,Barramundi,26,B,201385.57
Japan,Dungeness Crab,21,A,373597.35
Japan,Banana Prawn,25,C,486805.17
EU,Dungeness Crab,4,A,407780.62
Japan,Snapper,23,A,462274.51
India,Blue Swimmer Crab,6,A,211660.05
USA,Rohu,22,C,167423.32
EU,Freshwater Prawn,39,B,411659.69
USA,Trout,15,C,248106.94
China,Salmon,31,C,367790.63
India,Freshwater Prawn,28,B,297599.51
USA,Dungeness Crab,13,C,224644.14
India,Salmon,10,C,498548.08
Japan,King Prawn,10,C,73806.2
China,Tilapia,41,A,195896.07
USA,Dungeness Crab,12,B,60966.61
USA,Milkfish,24,A,225406.04
China,Tilapia,27,B,210428.42
Japan,Barramundi,3,C,431641.95
EU,Grouper,46,B,369412.47
India,Milkfish,8,C,224451.1
India,Salmon,26,A,191111.4
India,Freshwater Prawn,25,A,477791.13
India,Snow Crab,46,A,275197.52
USA,Snow Crab,7,A,210014.03
India,Blue Swimmer Crab,14,B,318135.57
India,Dungeness Crab,46,B,320888.5
EU,Carp,48,B,69915.72
USA,Tilapia,46,A,387111.98
EU,Carp,10,C,456026.47
China,Freshwater Prawn,40,C,183692.32
China,Tuna,1,B,133134.7
China,Milkfish,28,A,132875.93
EU,Snow Crab,22,A,448672.52
USA,Blue Swimmer Crab,36,B,303135.57
India,Pangasius,37,C,187027.85
China,Snapper,31,C,183093.9
India,Catfish,40,A,494831.67
India,Milkfish,47,B,186952.54
Japan,Tiger Prawn,29,B,396284.37
China,Barramundi,28,B,498752.69
India,King Crab,15,A,463943.5
EU,Banana Prawn,19,A,366231.04
EU,Snapper,42,C,479014.23
China,Carp,46,B,464994.26
Japan,Tiger Prawn,3,B,364011.0
China,Whiteleg Shrimp,49,A,449454.15
China,Pangasius,42,A,244168.24
India,Tilapia,26,A,323651.31
USA,Tuna,14,C,489611.79
India,King Prawn,4,B,406281.53
India,Snow Crab,8,C,57408.18
EU,Dungeness Crab,24,C,136764.77
India,Grouper,34,A,269759.08
India,Freshwater Prawn,35,A,335696.61
Japan,Catfish,30,A,141290.94
India,Whiteleg Shrimp,25,C,53889.91
EU,Snapper,35,A,208113.27
China,Salmon,25,C,264992.83
USA,Seabass,28,A,391091.77
Japan,Trout,28,B,267867.92
India,Snow Crab,50,A,183781.95
Japan,Banana Prawn,14,C,434689.07
India,Tilapia,23,A,316632.09
India,Tilapia,25,C,465670.24
India,Tilapia,7,A,199032.36
USA,Carp,23,A,442929.15
Japan,Salmon,10,A,69381.25
USA,Carp,38,B,300796.24
EU,Freshwater Prawn,26,A,148809.57
EU,Mud Crab,37,B,257708.49
EU,Pangasius,10,B,46303.24
Japan,Carp,17,C,491536.71
Japan,Mud Crab,5,A,399520.37
China,Rohu,32,A,63606.95
EU,Carp,29,A,368572.65
USA,Seabass,27,B,127464.65
USA,Rohu,28,B,103185.18
China,Tilapia,46,B,40060.26
India,Vannamei,19,C,319847.35
China,Rohu,37,A,252028.76
China,King Crab,40,B,401937.26
USA,Carp,22,B,71845.67
EU,Tilapia,4,C,483125.36
India,Snapper,43,B,367339.95
EU,Soft Shell Crab,32,A,184225.24
Japan,Barramundi,46,B,182875.68
China,Snapper,11,B,394277.15
EU,Rohu,36,B,88941.83
Japan,Whiteleg Shrimp,22,A,91531.8
EU,Blue Swimmer Crab,9,B,190396.78
India,Black Tiger Shrimp,4,B,227815.74
USA,Black Tiger Shrimp,16,C,369116.96
EU,King Crab,44,B,201203.07
China,Catfish,39,B,102883.29
India,Tuna,15,B,393730.63
China,Milkfish,45,A,223824.06
EU,Cod,33,C,492855.56
China,Tuna,24,B,263639.25
EU,Seabass,36,A,156468.21
China,Pangasius,2,C,28524.47
China,Rohu,13,A,267895.54
Japan,Banana Prawn,20,B,456008.18
China,Tilapia,13,C,425460.06
USA,Salmon,15,B,215184.39
China,King Prawn,19,B,228626.0
India,Whiteleg Shrimp,44,B,173988.47
EU,King Prawn,34,C,156219.53
USA,Pangasius,14,A,306623.89
India,Whiteleg Shrimp,24,C,443078.49
EU,Salmon,34,B,458098.81
India,Banana Prawn,29,B,50693.19
China,Milkfish,48,B,210850.4
India,Rohu,33,B,261506.87
China,Tiger Prawn,30,C,214340.39
India,King Prawn,31,C,175070.19
USA,Freshwater Prawn,26,B,71841.18
EU,Tuna,15,B,338534.09
India,Whiteleg Shrimp,36,B,334689.63
EU,Barramundi,19,B,493282.95
EU,Freshwater Prawn,29,A,78216.24
China,Vannamei,12,A,251185.76
China,Snow Crab,21,C,482599.12
USA,Grouper,17,B,422149.59
China,Freshwater Prawn,35,A,58582.5
Japan,Catfish,23,C,146062.81
India,Tilapia,1,B,171297.16
India,King Crab,21,B,352594.94
USA,Dungeness Crab,7,B,218138.37
China,Salmon,16,C,376070.7
EU,Salmon,22,A,105192.54
EU,Banana Prawn,47,A,235421.99
China,Trout,50,B,406204.56
EU,Snow Crab,2,A,85562.07
China,King Crab,36,C,203195.41
EU,King Crab,18,C,49774.47
China,Tuna,25,B,49402.6
India,Trout,27,A,205259.24
EU,Salmon,22,C,82582.14
Japan,Vannamei,20,A,481724.05
EU,King Prawn,50,C,327638.14
Japan,Whiteleg Shrimp,44,B,398634.11
India,Milkfish,31,A,466955.37
EU,Vannamei,13,C,216794.06
USA,Rohu,46,B,499267.54
USA,Snapper,20,B,148541.97
India,Vannamei,39,B,20443.37
India,Black Tiger Shrimp,42,A,437489.9
USA,Freshwater Prawn,14,B,52683.88
USA,Black Tiger Shrimp,31,B,366033.17
Japan,Tuna,29,B,374559.72
USA,Carp,5,C,436493.51
China,Trout,10,C,93550.4
USA,Milkfish,40,A,296923.33
Japan,Seabass,19,B,162553.34
India,Vannamei,35,C,354227.52
EU,Vannamei,10,A,285255.09
USA,King Prawn,2,B,408080.43
USA,Mud Crab,18,B,396041.95
EU,Vannamei,4,C,493804.8
USA,Salmon,26,C,76383.23
EU,Whiteleg Shrimp,21,C,277541.86
China,Black Tiger Shrimp,7,C,103566.82
USA,Blue Swimmer Crab,13,C,470011.79
USA,Soft Shell Crab,19,B,235798.49
India,Soft Shell Crab,46,A,333222.16
EU,Barramundi,42,B,145086.46
EU,Barramundi,19,B,320668.83
USA,Rohu,1,C,456844.51
China,Grouper,24,B,448403.99
EU,Vannamei,20,C,474588.18
China,Barramundi,35,A,193513.02
India,Cod,50,A,128696.05
USA,Vannamei,21,B,17640.44
India,Trout,15,C,311903.58
USA,Carp,2,B,182749.99
Japan,Salmon,35,B,51973.03
China,Mud Crab,25,B,229758.57
Japan,Barramundi,29,A,118525.88
China,Carp,43,B,78652.49
USA,Grouper,24,B,300883.06
USA,King Crab,28,C,94882.09
EU,Snapper,25,C,317867.21
India,Milkfish,14,A,340743.77
China,Whiteleg Shrimp,25,B,307324.52
China,Salmon,20,C,336164.58
China,Tilapia,30,A,337675.6
Japan,King Prawn,33,B,214715.66
Japan,Black Tiger Shrimp,18,A,287316.11
USA,Black Tiger Shrimp,17,A,491652.85
Japan,Grouper,45,C,212728.92
China,King Prawn,25,C,104994.77
India,Tuna,25,B,32103.68
China,Pangasius,22,B,408529.8
Japan,Banana Prawn,45,A,50449.54
EU,Barramundi,3,C,127828.46
India,Blue Swimmer Crab,31,B,421733.94
USA,Whiteleg Shrimp,8,A,411000.5
India,Grouper,4,C,131729.17
India,Carp,33,A,319647.32
India,Dungeness Crab,10,B,10911.93
Japan,Catfish,31,C,372026.08
China,Cod,36,A,375479.16
Japan,King Crab,20,C,20902.87
China,King Crab,8,B,435421.61
India,Milkfish,45,B,167803.21
India,Grouper,43,A,75130.34
Japan,Snow Crab,18,B,126241.08
USA,Snow Crab,30,B,299602.49
India,Tilapia,12,B,317902.25
India,Tiger Prawn,33,B,311304.66
China,Pangasius,6,B,135915.05
USA,Freshwater Prawn,19,C,432739.91
USA,Cod,35,A,483825.33
USA,Freshwater Prawn,49,C,442897.26
USA,Banana Prawn,15,C,44675.07
EU,Grouper,40,B,14686.75
China,Pangasius,35,C,395702.16
USA,Banana Prawn,16,C,458060.5
USA,Tiger Prawn,4,C,342108.2
China,Carp,12,C,415852.94
China,Dungeness Crab,30,B,185728.73
USA,Whiteleg Shrimp,33,C,194442.27
EU,Seabass,24,A,251160.04
Japan,Trout,19,C,378690.25
China,Banana Prawn,47,A,254219.51
